"ID","google_id","dept","XDIndicator"
1132,"dfj3gcAAAAAJ","BIO","BIO"
1133,"DFk64hIAAAAJ","BIO","XD"
1134,"DFqp8NkAAAAJ","CS","CS"
1135,"DFUW1KgAAAAJ","CS","CS"
1136,"dG604wQAAAAJ","BIO","BIO"
1137,"dgBh0UMAAAAJ","CS","CS"
1138,"DGqqwrQAAAAJ","CS","CS"
1139,"dgRIYXIAAAAJ","CS","CS"
1140,"dGs2BcIAAAAJ","CS","CS"
1141,"dGuYytYAAAAJ","CS","CS"
1142,"Dh-xOjwAAAAJ","BIO","BIO"
1143,"DhhH9J4AAAAJ","CS","XD"
1144,"dHiM2IcAAAAJ","CS","CS"
1145,"dhP2P4cAAAAJ","BIO","XD"
1146,"dhwyJggAAAAJ","CS","CS"
1147,"DI23xwMAAAAJ","CS","XD"
1148,"DI8bU-0AAAAJ","CS","CS"
1149,"Dj3gptkAAAAJ","CS","XD"
1150,"dj4EiqsAAAAJ","BIO","BIO"
1151,"DJ6--hMAAAAJ","CS","CS"
1152,"dJlucB8AAAAJ","BIO","XD"
1153,"djRAUcYAAAAJ","BIO","BIO"
1154,"DK6Hz0oAAAAJ","BIO","BIO"
1155,"DKfEcuEAAAAJ","CS","XD"
1156,"DknsgF8AAAAJ","CS","XD"
1157,"DKuq2fIAAAAJ","CS","CS"
1158,"Dl0vAp8AAAAJ","CS","CS"
1159,"dl2MfAoAAAAJ","BIO","BIO"
1160,"DlLniqwAAAAJ","BIO","BIO"
1161,"DLuOkToAAAAJ","BIO","BIO"
1162,"dlV-qnUAAAAJ","CS","CS"
1163,"DlWkhUkAAAAJ","BIO","XD"
1164,"Dm-CryUAAAAJ","BIO","BIO"
1165,"dmM6v4gAAAAJ","BIO","XD"
1166,"DnnCWN0AAAAJ","CS","XD"
1167,"Dn_qYK8AAAAJ","CS","CS"
1168,"dOCmXwMAAAAJ","BIO","BIO"
1169,"DOe1Bl8AAAAJ","BIO","XD"
1170,"doh5By4AAAAJ","BIO","XD"
1171,"dok0514AAAAJ","CS","CS"
1172,"Dp3nYY0AAAAJ","BIO","XD"
1173,"dPgyka0AAAAJ","CS","XD"
1174,"dpH_nwUAAAAJ","BIO","BIO"
1175,"DpLFv4gAAAAJ","CS","CS"
1176,"dPX0wQcAAAAJ","CS","CS"
1177,"DP_EJ4gAAAAJ","BIO","BIO"
1178,"DQaARsgAAAAJ","CS","XD"
1179,"DqCFHY8AAAAJ","CS","CS"
1180,"dqVEA2sAAAAJ","BIO","BIO"
1181,"DqXsbPAAAAAJ","CS","CS"
1182,"dqY6PyYAAAAJ","CS","CS"
1183,"DR53HeUAAAAJ","BIO","BIO"
1184,"DS6rCasAAAAJ","CS","CS"
1185,"dShqnssAAAAJ","CS","CS"
1186,"DSiNzkIAAAAJ","CS","CS"
1187,"DSLquxEAAAAJ","CS","XD"
1188,"DSQtNmUAAAAJ","BIO","BIO"
1189,"DsR4PucAAAAJ","CS","XD"
1190,"Dt5ftZcAAAAJ","CS","CS"
1191,"dT7yOrwAAAAJ","CS","CS"
1192,"DTijWhgAAAAJ","BIO","BIO"
1193,"dtSGpBEAAAAJ","BIO","BIO"
1194,"DTthB48AAAAJ","CS","CS"
1195,"DUaLtscAAAAJ","BIO","XD"
1196,"dufShEsAAAAJ","CS","XD"
1197,"DulpV-cAAAAJ","CS","CS"
1198,"duOys3YAAAAJ","CS","CS"
1199,"DuXdQFkAAAAJ","CS","CS"
1200,"dVbRE1YAAAAJ","BIO","BIO"
1201,"dvl7hJEAAAAJ","BIO","XD"
1202,"dvvN6qsAAAAJ","CS","CS"
1203,"Dw2YCUcAAAAJ","BIO","BIO"
1204,"DW7krlcAAAAJ","BIO","BIO"
1205,"dWVyVm4AAAAJ","BIO","BIO"
1206,"dxCq0WoAAAAJ","CS","CS"
1207,"DXjBcwsAAAAJ","BIO","BIO"
1208,"DxoenfgAAAAJ","CS","XD"
1209,"DxSdANoAAAAJ","BIO","BIO"
1210,"dxUyNuoAAAAJ","BIO","BIO"
1211,"dxwra60AAAAJ","BIO","XD"
1212,"dywFuRMAAAAJ","CS","CS"
1213,"Dzf46C8AAAAJ","CS","XD"
1214,"Dzh5C9EAAAAJ","CS","CS"
1215,"DzHPx8IAAAAJ","BIO","XD"
1216,"dzMhIxQAAAAJ","BIO","BIO"
1217,"DzvXnyoAAAAJ","CS","CS"
1218,"D_3H_9wAAAAJ","BIO","BIO"
1219,"D_JpQnAAAAAJ","CS","XD"
1220,"d_rxnzAAAAAJ","CS","XD"
1221,"e-c3R8QAAAAJ","CS","XD"
1222,"E-sFjjsAAAAJ","BIO","BIO"
1223,"e-x_OTAAAAAJ","BIO","XD"
1224,"E0GO0JkAAAAJ","CS","XD"
1225,"E0NwK2AAAAAJ","CS","CS"
1226,"E130CB8AAAAJ","CS","XD"
1227,"E1cp_aYAAAAJ","CS","CS"
1228,"e1MZuKIAAAAJ","CS","CS"
1229,"E2-uIQYAAAAJ","BIO","XD"
1230,"E2RYCMQAAAAJ","BIO","BIO"
1231,"E3APGcgAAAAJ","CS","XD"
1232,"e3Vv6FwAAAAJ","BIO","BIO"
1233,"e4I7ihkAAAAJ","CS","CS"
1234,"e4JfTgsAAAAJ","BIO","BIO"
1235,"E4kvshMAAAAJ","CS","CS"
1236,"e4QLgGsAAAAJ","BIO","XD"
1237,"e4_ZXcwAAAAJ","BIO","XD"
1238,"e5alfo0AAAAJ","BIO","XD"
1239,"E5cG_9gAAAAJ","BIO","BIO"
1240,"E5y_8wIAAAAJ","BIO","BIO"
1241,"E5zViqcAAAAJ","BIO","BIO"
1242,"E6GRsP4AAAAJ","BIO","BIO"
1243,"e6JywScAAAAJ","CS","CS"
1244,"E73KD4MAAAAJ","BIO","XD"
1245,"E7iXdMIAAAAJ","BIO","BIO"
1246,"E7kDxi4AAAAJ","BIO","XD"
1247,"e7V7-gEAAAAJ","CS","XD"
1248,"e7VI_HcAAAAJ","CS","CS"
1249,"e8aRmAsAAAAJ","CS","XD"
1250,"e8e5qGcAAAAJ","CS","CS"
1251,"e9OxXgwAAAAJ","CS","CS"
1252,"e9p7q6MAAAAJ","BIO","BIO"
1253,"e9v9lkgAAAAJ","BIO","BIO"
1254,"e9xnMAEAAAAJ","BIO","BIO"
1255,"ea6cjVUAAAAJ","CS","CS"
1256,"Ea7ExWgAAAAJ","BIO","BIO"
1257,"eaexvuEAAAAJ","BIO","XD"
1258,"eaMNlu8AAAAJ","CS","CS"
1259,"EAQfVXgAAAAJ","CS","CS"
1260,"EaQxCvUAAAAJ","BIO","BIO"
1261,"eAwnN44AAAAJ","CS","CS"
1262,"EaxDWUoAAAAJ","BIO","XD"
1263,"EAzpJiQAAAAJ","BIO","BIO"
1264,"EBjFxk8AAAAJ","CS","CS"
1265,"EBnjjY8AAAAJ","BIO","BIO"
1266,"eBqftc8AAAAJ","CS","CS"
1267,"EcMD4XQAAAAJ","BIO","BIO"
1268,"ecNmblAAAAAJ","CS","CS"
1269,"eCnWWmYAAAAJ","BIO","BIO"
1270,"ecPAWS8AAAAJ","CS","CS"
1271,"eCv3gnMAAAAJ","CS","XD"
1272,"eCW7EtgAAAAJ","BIO","BIO"
1273,"EDC2EP0AAAAJ","CS","CS"
1274,"edQgLXcAAAAJ","CS","CS"
1275,"Edw0tIYAAAAJ","BIO","BIO"
1276,"ee5pjPsAAAAJ","BIO","BIO"
1277,"EeGvHIoAAAAJ","BIO","BIO"
1278,"eegYQdMAAAAJ","BIO","BIO"
1279,"EetL2HQAAAAJ","CS","CS"
1280,"eEYPTKUAAAAJ","CS","CS"
1281,"EFCJtEwAAAAJ","CS","CS"
1282,"EFD4OrIAAAAJ","CS","XD"
1283,"EFEC_toAAAAJ","CS","XD"
1284,"EFlfpXQAAAAJ","BIO","BIO"
1285,"EfuT9RoAAAAJ","CS","XD"
1286,"EFVX84sAAAAJ","CS","CS"
1287,"eFyzZ8wAAAAJ","BIO","BIO"
1288,"EggUEWgAAAAJ","BIO","XD"
1289,"EGnp1r8AAAAJ","BIO","BIO"
1290,"eHhHOD0AAAAJ","CS","CS"
1291,"EhRzLhQAAAAJ","CS","CS"
1292,"EIgDkCUAAAAJ","BIO","BIO"
1293,"eiqD0hoAAAAJ","CS","CS"
1294,"EiXpVxwAAAAJ","CS","CS"
1295,"eIYoeT4AAAAJ","CS","CS"
1296,"EJ-cby0AAAAJ","BIO","XD"
1297,"eJ5nA0kAAAAJ","CS","CS"
1298,"ejAySV8AAAAJ","BIO","BIO"
1299,"EjkAuCoAAAAJ","BIO","XD"
1300,"ejoWKqsAAAAJ","BIO","BIO"
1301,"ejR8Xx0AAAAJ","BIO","BIO"
1302,"elAHayUAAAAJ","BIO","XD"
1303,"eLll3xoAAAAJ","BIO","BIO"
1304,"ElqwScwAAAAJ","CS","CS"
1305,"ElTNdUwAAAAJ","BIO","BIO"
1306,"eMc-6hoAAAAJ","BIO","BIO"
1307,"EmD8988AAAAJ","BIO","XD"
1308,"EmLddhQAAAAJ","BIO","BIO"
1309,"eMs1ptMAAAAJ","BIO","XD"
1310,"EmY0Q7oAAAAJ","BIO","XD"
1311,"EnCwNycAAAAJ","CS","CS"
1312,"EnEiF7oAAAAJ","CS","CS"
1313,"enjXdH4AAAAJ","BIO","BIO"
1314,"enSDeE8AAAAJ","BIO","XD"
1315,"ENTGDS8AAAAJ","BIO","BIO"
1316,"eoRn6NkAAAAJ","CS","CS"
1317,"ePiPQ2cAAAAJ","CS","CS"
1318,"eq4egiwAAAAJ","CS","CS"
1319,"eQ8KEHoAAAAJ","CS","XD"
1320,"EqetexsAAAAJ","CS","CS"
1321,"eQUn8ugAAAAJ","CS","CS"
1322,"Er-gEaoAAAAJ","CS","CS"
1323,"ERUd22YAAAAJ","BIO","BIO"
1324,"Es-YRKMAAAAJ","CS","XD"
1325,"Es6jE1kAAAAJ","CS","CS"
1326,"ESfeLxQAAAAJ","BIO","BIO"
1327,"esFM64IAAAAJ","BIO","BIO"
1328,"eslOPdYAAAAJ","BIO","BIO"
1329,"EsMQds4AAAAJ","CS","CS"
1330,"esPRxUoAAAAJ","BIO","BIO"
1331,"eSYDGdsAAAAJ","CS","CS"
1332,"eT0-xbEAAAAJ","BIO","BIO"
1333,"eT3qle0AAAAJ","BIO","BIO"
1334,"eTD7Em8AAAAJ","CS","CS"
1335,"EtRpNRAAAAAJ","BIO","XD"
1336,"eu7wk3kAAAAJ","BIO","XD"
1337,"eUgyFekAAAAJ","BIO","BIO"
1338,"EUMYhUvzt6IC","CS","CS"
1339,"Evgx6UkAAAAJ","CS","CS"
1340,"Evt-0DUAAAAJ","BIO","BIO"
1341,"EvWHHJMAAAAJ","BIO","XD"
1342,"EwnzYGUAAAAJ","BIO","XD"
1343,"ex9BQiIAAAAJ","CS","CS"
1344,"ExEEjcQAAAAJ","CS","CS"
1345,"eXKdSu0AAAAJ","CS","XD"
1346,"ExyBO8AAAAAJ","CS","CS"
1347,"exyen9EAAAAJ","BIO","BIO"
1348,"ey960FIAAAAJ","CS","CS"
1349,"eyq1L0gAAAAJ","BIO","XD"
1350,"eytkhI0AAAAJ","CS","CS"
1351,"EyUdMn0AAAAJ","BIO","BIO"
1352,"EZk2dkwAAAAJ","BIO","BIO"
1353,"EZQycM0AAAAJ","BIO","BIO"
1354,"eZr-ai0AAAAJ","CS","XD"
1355,"Ezrt3pkAAAAJ","CS","CS"
1356,"ezVN9NUAAAAJ","BIO","XD"
1357,"F--iDiMAAAAJ","BIO","BIO"
1358,"f-Ix2REAAAAJ","BIO","XD"
1359,"F-MEiNAAAAAJ","BIO","BIO"
1360,"F-UtakEAAAAJ","BIO","XD"
1361,"f-wp99AAAAAJ","CS","CS"
1362,"f0NoTC0AAAAJ","CS","CS"
1363,"F0vOTLQAAAAJ","BIO","XD"
1364,"f28F1YUAAAAJ","CS","CS"
1365,"F2cBeqkAAAAJ","BIO","XD"
1366,"f3GIS0QAAAAJ","BIO","BIO"
1367,"f4eLuf8AAAAJ","BIO","BIO"
1368,"F4tTgLQAAAAJ","CS","XD"
1369,"F4v_MEIAAAAJ","CS","CS"
1370,"f4W-y6AAAAAJ","BIO","BIO"
1371,"f5CUbRIAAAAJ","CS","XD"
1372,"f6JF7BkAAAAJ","CS","CS"
1373,"F6LzqwMAAAAJ","CS","CS"
1374,"f7e4D8cAAAAJ","BIO","XD"
1375,"f7laURkAAAAJ","CS","CS"
1376,"f8FjAtMAAAAJ","CS","CS"
1377,"F9JBkRQAAAAJ","BIO","BIO"
1378,"F9kqUXkAAAAJ","CS","CS"
1379,"FA3SUH4AAAAJ","BIO","BIO"
1380,"fABXPQQAAAAJ","BIO","BIO"
1381,"FaGbxW0AAAAJ","CS","CS"
1382,"FANRIhwAAAAJ","CS","CS"
1383,"fasXmPQAAAAJ","CS","CS"
1384,"fAw_t5EAAAAJ","CS","CS"
1385,"FaY_RgsAAAAJ","CS","CS"
1386,"fcQXfZIAAAAJ","BIO","BIO"
1387,"fDdcWBEAAAAJ","CS","CS"
1388,"FDu4ciwAAAAJ","CS","CS"
1389,"fe5GDukAAAAJ","BIO","BIO"
1390,"Fe9NgoEAAAAJ","BIO","BIO"
1391,"fEBBMXMAAAAJ","BIO","XD"
1392,"FEBziZ0AAAAJ","BIO","XD"
1393,"fecQGekAAAAJ","CS","CS"
1394,"FEE_Gw0AAAAJ","BIO","BIO"
1395,"fEVXhhAAAAAJ","CS","CS"
1396,"fEYp6hEAAAAJ","CS","CS"
1397,"fez4ulcAAAAJ","CS","CS"
1398,"fEZG8HkAAAAJ","BIO","BIO"
1399,"Ff6era8AAAAJ","CS","XD"
1400,"ffdt7gMAAAAJ","CS","CS"
1401,"FfFBUCUAAAAJ","BIO","XD"
1402,"FfqHjHoAAAAJ","BIO","BIO"
1403,"FfSp-toAAAAJ","BIO","XD"
1404,"FFukl3oAAAAJ","BIO","BIO"
1405,"ffUu1PcAAAAJ","CS","CS"
1406,"FG5TJpoAAAAJ","CS","XD"
1407,"fGahbL0AAAAJ","BIO","BIO"
1408,"fGcKnpIAAAAJ","CS","CS"
1409,"FGq2FDEAAAAJ","BIO","BIO"
1410,"fHeiNpIAAAAJ","BIO","BIO"
1411,"FI1LIZ8AAAAJ","CS","CS"
1412,"Fi3oKmQAAAAJ","BIO","BIO"
1413,"FI5-sZEAAAAJ","CS","CS"
1414,"fIl48pMAAAAJ","BIO","BIO"
1415,"fIoDWp8AAAAJ","CS","XD"
1416,"FIX1U8EAAAAJ","BIO","XD"
1417,"FJ-huxgAAAAJ","CS","XD"
1418,"FjV70BwAAAAJ","CS","XD"
1419,"fJY0snwAAAAJ","BIO","XD"
1420,"fk5mG1wAAAAJ","BIO","BIO"
1421,"FKbHXRUAAAAJ","CS","CS"
1422,"fKESO6sAAAAJ","CS","CS"
1423,"fkGi-JMAAAAJ","CS","XD"
1424,"fljUQhYAAAAJ","BIO","BIO"
1425,"fLKTb6EAAAAJ","BIO","XD"
1426,"fLLgLRMAAAAJ","CS","CS"
1427,"FM3vRPgAAAAJ","CS","CS"
1428,"FmrDR68AAAAJ","CS","CS"
1429,"fmSHtE8AAAAJ","CS","XD"
1430,"fmsV6nEAAAAJ","CS","CS"
1431,"fN4OjwUAAAAJ","BIO","BIO"
1432,"Fn5PadcAAAAJ","CS","CS"
1433,"fnDgjtEAAAAJ","BIO","BIO"
1434,"fnE2dSoAAAAJ","CS","XD"
1435,"FnOFeqkAAAAJ","BIO","XD"
1436,"fNW5X34AAAAJ","BIO","BIO"
1437,"fNX1mOIAAAAJ","BIO","XD"
1438,"FNXlCHUAAAAJ","BIO","BIO"
1439,"FODlT4sAAAAJ","CS","CS"
1440,"foNB6isAAAAJ","BIO","BIO"
1441,"forPRN8AAAAJ","CS","XD"
1442,"fOznM_YAAAAJ","CS","XD"
1443,"FpjmmuQAAAAJ","BIO","BIO"
1444,"FPpZDF0AAAAJ","BIO","BIO"
1445,"FPytZ9UAAAAJ","BIO","BIO"
1446,"fqCQ8cgAAAAJ","BIO","BIO"
1447,"fqDBtzYAAAAJ","CS","CS"
1448,"fqsgCbAAAAAJ","CS","XD"
1449,"fqy0tRYAAAAJ","BIO","BIO"
1450,"fr0-PcUAAAAJ","BIO","BIO"
1451,"fr5mu_cAAAAJ","BIO","BIO"
1452,"FrMOlk8AAAAJ","CS","CS"
1453,"frOtmtAAAAAJ","CS","XD"
1454,"frWTdZ8AAAAJ","BIO","BIO"
1455,"FsBCAfgAAAAJ","CS","CS"
1456,"FSFoY5EAAAAJ","BIO","BIO"
1457,"FSkmWXYAAAAJ","BIO","XD"
1458,"fSQCT0YAAAAJ","CS","CS"
1459,"fSYvY7sAAAAJ","CS","XD"
1460,"Ft1eQWUAAAAJ","BIO","XD"
1461,"Ftj1h4cAAAAJ","CS","XD"
1462,"FUJJ66cAAAAJ","BIO","XD"
1463,"fUkICMwAAAAJ","BIO","XD"
1464,"FuOqWNEAAAAJ","CS","CS"
1465,"fup4ihsAAAAJ","BIO","BIO"
1466,"fUTN90MAAAAJ","CS","CS"
1467,"fUwwsXQAAAAJ","BIO","BIO"
1468,"FUWxMaQAAAAJ","CS","CS"
1469,"fv1RjgEAAAAJ","BIO","BIO"
1470,"fVCZuxAAAAAJ","BIO","BIO"
1471,"FVTgmOwAAAAJ","CS","CS"
1472,"FVUQ30YAAAAJ","BIO","BIO"
1473,"FWjqglcAAAAJ","CS","CS"
1474,"FXbbGUYAAAAJ","BIO","BIO"
1475,"fxT5ulwAAAAJ","BIO","BIO"
1476,"fXTd_SwAAAAJ","BIO","BIO"
1477,"FY0bTnMAAAAJ","BIO","BIO"
1478,"fyf_Vt4AAAAJ","BIO","BIO"
1479,"FyhRqdYAAAAJ","BIO","BIO"
1480,"Fz-5bdcAAAAJ","BIO","BIO"
1481,"FzBDS4gAAAAJ","CS","CS"
1482,"F_Go4V4AAAAJ","CS","XD"
1483,"f_kGJwkAAAAJ","CS","CS"
1484,"g--NxecAAAAJ","BIO","BIO"
1485,"G-HYm8EAAAAJ","BIO","XD"
1486,"g-WedwYAAAAJ","CS","CS"
1487,"g0s8hgEAAAAJ","BIO","XD"
1488,"G0WcJagAAAAJ","BIO","XD"
1489,"g26ZEaoAAAAJ","BIO","BIO"
1490,"G2EJz5kAAAAJ","CS","CS"
1491,"g2v_-SkAAAAJ","CS","XD"
1492,"G4Np3c0AAAAJ","BIO","BIO"
1493,"g5tssnkAAAAJ","BIO","BIO"
1494,"G6DD7GQAAAAJ","BIO","BIO"
1495,"G6kA1CMAAAAJ","CS","CS"
1496,"g6noKX0AAAAJ","CS","XD"
1497,"G6XN5cRm0FIJ","CS","CS"
1498,"G7D5O-0AAAAJ","CS","CS"
1499,"g9bV-_sAAAAJ","CS","CS"
1500,"GaARSBEAAAAJ","BIO","BIO"
1501,"GAkCu5kAAAAJ","BIO","BIO"
1502,"gaO-vS4AAAAJ","CS","CS"
1503,"GAOlOs4AAAAJ","BIO","XD"
1504,"gAP-9H8AAAAJ","CS","CS"
1505,"gAqwRfsAAAAJ","BIO","BIO"
1506,"gaUJw58AAAAJ","BIO","BIO"
1507,"gaXiAekAAAAJ","CS","CS"
1508,"gb2r2ssAAAAJ","CS","CS"
1509,"gb8sbdcAAAAJ","CS","XD"
1510,"gBefoakAAAAJ","CS","XD"
1511,"GbhwSZQAAAAJ","BIO","BIO"
1512,"gBqwABAAAAAJ","BIO","BIO"
1513,"Gc5_cCEAAAAJ","BIO","BIO"
1514,"Gd39c9gAAAAJ","BIO","BIO"
1515,"GD3jwG8AAAAJ","CS","XD"
1516,"GDuQaLIAAAAJ","BIO","XD"
1517,"GdZvLR0AAAAJ","BIO","BIO"
1518,"gE3DQUEAAAAJ","BIO","BIO"
1519,"gEMiMt0AAAAJ","CS","XD"
1520,"GerRNbUAAAAJ","BIO","BIO"
1521,"gexxlUYAAAAJ","CS","CS"
1522,"gFb9vegAAAAJ","CS","CS"
1523,"gg4kYgwAAAAJ","CS","XD"
1524,"GgKnNwEAAAAJ","CS","CS"
1525,"gglBK4QAAAAJ","BIO","BIO"
1526,"GglcIVYAAAAJ","BIO","XD"
1527,"GgQ9GEkAAAAJ","CS","CS"
1528,"gGSiW3YAAAAJ","CS","CS"
1529,"gh4gGRsAAAAJ","BIO","BIO"
1530,"gHfzsl4AAAAJ","CS","CS"
1531,"GHMy08gAAAAJ","BIO","BIO"
1532,"GhvZjJUAAAAJ","CS","XD"
1533,"ghWKWBUAAAAJ","CS","CS"
1534,"GHz1ZVIAAAAJ","CS","CS"
1535,"GIle-VwAAAAJ","CS","XD"
1536,"GJ2DVWUAAAAJ","BIO","BIO"
1537,"gJczeYYAAAAJ","BIO","BIO"
1538,"GJHeanUAAAAJ","BIO","BIO"
1539,"GjhiSf8AAAAJ","BIO","XD"
1540,"gjIz2bsAAAAJ","BIO","BIO"
1541,"gJkhFkgAAAAJ","CS","XD"
1542,"Gjll3ewAAAAJ","BIO","BIO"
1543,"gkACFVcAAAAJ","CS","XD"
1544,"gKTHzuAAAAAJ","BIO","XD"
1545,"GKTKZ8kAAAAJ","CS","XD"
1546,"GKvAsQMAAAAJ","CS","CS"
1547,"GkvvVp8AAAAJ","BIO","XD"
1548,"GlGy7vgAAAAJ","BIO","XD"
1549,"GljRwkUAAAAJ","BIO","XD"
1550,"GlqwYCwAAAAJ","BIO","XD"
1551,"gM2WW9UAAAAJ","CS","CS"
1552,"GM40vTUAAAAJ","BIO","BIO"
1553,"gM6KdmUAAAAJ","BIO","BIO"
1554,"gMaqs9cAAAAJ","CS","CS"
1555,"GmcChLIAAAAJ","CS","CS"
1556,"gMndACUAAAAJ","CS","CS"
1557,"gMOBKfUAAAAJ","CS","CS"
1558,"gMQWxE0AAAAJ","CS","CS"
1559,"gMtCeMwAAAAJ","BIO","BIO"
1560,"Gn5kfF8AAAAJ","CS","CS"
1561,"gncxCf4AAAAJ","BIO","XD"
1562,"GnDVXWcAAAAJ","BIO","XD"
1563,"GNEppUEAAAAJ","BIO","XD"
1564,"gNMqz_4AAAAJ","CS","XD"
1565,"GnU8mlsAAAAJ","CS","XD"
1566,"GOjybYoAAAAJ","BIO","BIO"
1567,"GOOFRX0AAAAJ","BIO","XD"
1568,"GPlRHI8AAAAJ","BIO","BIO"
1569,"gpQ-Vh4AAAAJ","BIO","BIO"
1570,"gQ0QCfAAAAAJ","BIO","BIO"
1571,"gqB23VMAAAAJ","CS","CS"
1572,"gqGfIIsAAAAJ","CS","CS"
1573,"GqI1Ma4AAAAJ","BIO","BIO"
1574,"gQOKAggAAAAJ","CS","CS"
1575,"GR5FOqMAAAAJ","BIO","XD"
1576,"GREz0H0AAAAJ","BIO","BIO"
1577,"GRGOG1AAAAAJ","CS","CS"
1578,"GRlw3rcAAAAJ","CS","CS"
1579,"grQ_GBgAAAAJ","CS","CS"
1580,"grYHYo0AAAAJ","CS","XD"
1581,"Gs5F2jYAAAAJ","CS","CS"
1582,"GST4nE0AAAAJ","BIO","BIO"
1583,"gs_WpWIAAAAJ","CS","CS"
1584,"GTGud6oAAAAJ","BIO","BIO"
1585,"gTInMR0AAAAJ","BIO","BIO"
1586,"gTYcv5gAAAAJ","BIO","XD"
1587,"GU0SZmYAAAAJ","CS","CS"
1588,"GUAoEcAAAAAJ","CS","CS"
1589,"gUEkPQEAAAAJ","CS","CS"
1590,"guhwcP8AAAAJ","CS","CS"
1591,"GUucp2UAAAAJ","CS","CS"
1592,"gvo0nMsAAAAJ","CS","CS"
1593,"gVUD47sAAAAJ","CS","CS"
1594,"gVwJZpAAAAAJ","BIO","BIO"
1595,"gVZmNskAAAAJ","BIO","BIO"
1596,"gWBoNCsAAAAJ","CS","CS"
1597,"gwC7rCUAAAAJ","CS","XD"
1598,"Gwd6p_8AAAAJ","CS","XD"
1599,"Gwrwxa0AAAAJ","CS","XD"
1600,"GwtVjKYAAAAJ","CS","CS"
1601,"Gx8Rpr4AAAAJ","CS","CS"
1602,"GxE6F0cAAAAJ","BIO","BIO"
1603,"gYdteuwAAAAJ","BIO","BIO"
1604,"gyIf7XIAAAAJ","CS","CS"
1605,"gyL3CZ0AAAAJ","CS","XD"
1606,"gyLFs0IAAAAJ","CS","CS"
1607,"GYmhyu4AAAAJ","BIO","XD"
1608,"GzG5kRAAAAAJ","BIO","XD"
1609,"G_9MWCgAAAAJ","BIO","XD"
1610,"g_kcwSoAAAAJ","BIO","XD"
1611,"g_oE5yUAAAAJ","BIO","BIO"
1612,"g_uZDGYAAAAJ","BIO","XD"
1613,"G_wlUu8AAAAJ","BIO","BIO"
1614,"h-3YCacAAAAJ","BIO","XD"
1615,"h-JEcQ8AAAAJ","CS","CS"
1616,"H0fC2pEAAAAJ","BIO","XD"
1617,"h0gtwxIAAAAJ","CS","CS"
1618,"H0Y2wgUAAAAJ","CS","CS"
1619,"H12ZKAEAAAAJ","BIO","BIO"
1620,"H15F-wYAAAAJ","BIO","BIO"
1621,"H1OAQgUAAAAJ","BIO","BIO"
1622,"H1XVLwsAAAAJ","CS","CS"
1623,"h20U9WcAAAAJ","CS","XD"
1624,"h3gpLYAAAAAJ","CS","CS"
1625,"h3L7zkoAAAAJ","CS","CS"
1626,"H3vXtAUAAAAJ","BIO","BIO"
1627,"H3wb878AAAAJ","CS","CS"
1628,"H4cQsHAAAAAJ","CS","CS"
1629,"H4dLAw0AAAAJ","CS","CS"
1630,"h4i4fh8AAAAJ","CS","XD"
1631,"H4rKFc8AAAAJ","CS","CS"
1632,"H4UeZ2MAAAAJ","CS","XD"
1633,"h5gEfxsAAAAJ","CS","XD"
1634,"h6jljQQAAAAJ","CS","CS"
1635,"h6yXnyEAAAAJ","CS","CS"
1636,"H73aVRAAAAAJ","BIO","BIO"
1637,"H790-zwAAAAJ","CS","CS"
1638,"H7RavtAAAAAJ","BIO","BIO"
1639,"H9g7NyAAAAAJ","BIO","BIO"
1640,"hA7ADOUAAAAJ","BIO","BIO"
1641,"HaI6LesAAAAJ","CS","CS"
1642,"Hb6J54cAAAAJ","CS","CS"
1643,"HbFGylgAAAAJ","CS","CS"
1644,"HBgEJU0AAAAJ","BIO","BIO"
1645,"HBi2xQkAAAAJ","BIO","BIO"
1646,"hBK59KQAAAAJ","BIO","XD"
1647,"hBQ6fOEAAAAJ","BIO","BIO"
1648,"hbrClrEAAAAJ","CS","CS"
1649,"hBsaDzUAAAAJ","BIO","BIO"
1650,"HBtUqDIAAAAJ","BIO","BIO"
1651,"HBUSGosAAAAJ","BIO","BIO"
1652,"hc1m_BQAAAAJ","CS","XD"
1653,"hc9PP9gAAAAJ","CS","CS"
1654,"hcqjUUQAAAAJ","CS","XD"
1655,"hcuuM8gAAAAJ","BIO","BIO"
1656,"HDbOhqYAAAAJ","BIO","BIO"
1657,"hDcfRZEAAAAJ","BIO","BIO"
1658,"hDLBEhkAAAAJ","CS","XD"
1659,"hdoSFx0AAAAJ","CS","CS"
1660,"HEAE9XsAAAAJ","CS","CS"
1661,"heYuqBkAAAAJ","CS","CS"
1662,"HF2G3LAAAAAJ","CS","CS"
1663,"hfADwdIAAAAJ","CS","CS"
1664,"hfK1RCgAAAAJ","BIO","BIO"
1665,"hFrN_-0AAAAJ","BIO","XD"
1666,"Hft_8cgAAAAJ","CS","CS"
1667,"hgOSI1EAAAAJ","CS","CS"
1668,"hgUGouQAAAAJ","BIO","XD"
1669,"Hh7K_xMAAAAJ","BIO","XD"
1670,"HHd7uewAAAAJ","CS","CS"
1671,"HHialjcAAAAJ","CS","XD"
1672,"hHKC6FEAAAAJ","CS","XD"
1673,"HHn7118AAAAJ","CS","CS"
1674,"hhOdBSYAAAAJ","BIO","BIO"
1675,"hI4XguUAAAAJ","CS","CS"
1676,"hIq09eUAAAAJ","CS","CS"
1677,"HiqW7EoAAAAJ","CS","CS"
