"year","Source","s_dept","Target","t_dept"
2013,4031,"CS",63,"CS"
2013,63,"CS",463,"CS"
2013,63,"CS",463,"CS"
2013,2644,"BIO",64,"BIO"
2013,2644,"BIO",64,"BIO"
2013,2418,"CS",65,"CS"
2013,68,"CS",1804,"CS"
2013,4153,"CS",71,"CS"
2013,4022,"CS",71,"CS"
2013,4153,"CS",71,"CS"
2013,72,"BIO",1074,"BIO"
2013,73,"CS",1233,"CS"
2013,3334,"CS",73,"CS"
2013,73,"CS",1233,"CS"
2013,3334,"CS",73,"CS"
2013,74,"BIO",2876,"BIO"
2013,1923,"BIO",75,"BIO"
2013,1923,"BIO",2950,"CS"
2013,75,"BIO",2950,"CS"
2013,609,"BIO",82,"BIO"
2013,609,"BIO",2764,"BIO"
2013,82,"BIO",2764,"BIO"
2013,83,"BIO",1904,"BIO"
2013,1977,"BIO",83,"BIO"
2013,85,"CS",3448,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",751,"CS"
2013,87,"CS",751,"CS"
2013,87,"CS",3849,"CS"
2013,87,"CS",409,"CS"
2013,3849,"CS",409,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",751,"CS"
2013,87,"CS",751,"CS"
2013,87,"CS",3849,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",872,"CS"
2013,3365,"CS",751,"CS"
2013,87,"CS",872,"CS"
2013,87,"CS",751,"CS"
2013,872,"CS",751,"CS"
2013,3365,"CS",87,"CS"
2013,4007,"CS",87,"CS"
2013,4007,"CS",3849,"CS"
2013,87,"CS",3849,"CS"
2013,87,"CS",409,"CS"
2013,3365,"CS",87,"CS"
2013,3365,"CS",751,"CS"
2013,87,"CS",751,"CS"
2013,87,"CS",751,"CS"
2013,87,"CS",409,"CS"
2013,751,"CS",409,"CS"
2013,4125,"BIO",89,"BIO"
2013,3096,"BIO",91,"BIO"
2013,3096,"BIO",91,"BIO"
2013,3096,"BIO",91,"BIO"
2013,92,"CS",3083,"CS"
2013,1438,"BIO",95,"BIO"
2013,97,"BIO",3968,"CS"
2013,634,"CS",98,"CS"
2013,2482,"BIO",100,"BIO"
2013,411,"BIO",101,"CS"
2013,411,"BIO",101,"CS"
2013,102,"BIO",716,"BIO"
2013,106,"CS",2119,"CS"
2013,237,"CS",107,"CS"
2013,1220,"CS",107,"CS"
2013,1220,"CS",107,"CS"
2013,1220,"CS",107,"CS"
2013,1220,"CS",107,"CS"
2013,237,"CS",107,"CS"
2013,2504,"BIO",109,"BIO"
2013,113,"CS",679,"CS"
2013,113,"CS",679,"CS"
2013,602,"CS",114,"CS"
2013,752,"CS",115,"CS"
2013,118,"BIO",4182,"BIO"
2013,118,"BIO",4117,"BIO"
2013,119,"BIO",2792,"BIO"
2013,119,"BIO",2792,"BIO"
2013,119,"BIO",2792,"BIO"
2013,2057,"BIO",120,"BIO"
2013,2057,"BIO",32,"BIO"
2013,2057,"BIO",1492,"BIO"
2013,120,"BIO",32,"BIO"
2013,120,"BIO",1492,"BIO"
2013,32,"BIO",1492,"BIO"
2013,120,"BIO",1492,"BIO"
2013,2775,"CS",936,"CS"
2013,2775,"CS",121,"CS"
2013,936,"CS",121,"CS"
2013,2285,"CS",128,"CS"
2013,2285,"CS",128,"CS"
2013,2285,"CS",128,"CS"
2013,2285,"CS",128,"CS"
2013,132,"BIO",94,"BIO"
2013,3531,"BIO",133,"CS"
2013,3531,"BIO",133,"CS"
2013,135,"BIO",4169,"BIO"
2013,135,"BIO",1332,"BIO"
2013,4169,"BIO",1332,"BIO"
2013,1884,"CS",136,"CS"
2013,137,"BIO",2843,"BIO"
2013,15,"BIO",137,"BIO"
2013,139,"CS",1764,"CS"
2013,1418,"CS",139,"CS"
2013,1418,"CS",139,"CS"
2013,1418,"CS",139,"CS"
2013,142,"BIO",3120,"BIO"
2013,1015,"CS",143,"CS"
2013,144,"CS",370,"BIO"
2013,144,"CS",370,"BIO"
2013,144,"CS",370,"BIO"
2013,145,"CS",3384,"CS"
2013,145,"CS",41,"CS"
2013,2093,"CS",1311,"CS"
2013,2093,"CS",1662,"CS"
2013,2093,"CS",834,"CS"
2013,2093,"CS",145,"CS"
2013,2093,"CS",872,"CS"
2013,2093,"CS",3384,"CS"
2013,2093,"CS",291,"CS"
2013,1311,"CS",1662,"CS"
2013,1311,"CS",834,"CS"
2013,1311,"CS",145,"CS"
2013,1311,"CS",872,"CS"
2013,1311,"CS",3384,"CS"
2013,1311,"CS",291,"CS"
2013,1662,"CS",834,"CS"
2013,1662,"CS",145,"CS"
2013,1662,"CS",872,"CS"
2013,1662,"CS",3384,"CS"
2013,1662,"CS",291,"CS"
2013,834,"CS",145,"CS"
2013,834,"CS",872,"CS"
2013,834,"CS",3384,"CS"
2013,834,"CS",291,"CS"
2013,145,"CS",872,"CS"
2013,145,"CS",3384,"CS"
2013,145,"CS",291,"CS"
2013,872,"CS",3384,"CS"
2013,872,"CS",291,"CS"
2013,3384,"CS",291,"CS"
2013,146,"CS",3725,"CS"
2013,2438,"CS",147,"CS"
2013,3573,"CS",147,"CS"
2013,2438,"CS",147,"CS"
2013,2438,"CS",3635,"CS"
2013,147,"CS",3635,"CS"
2013,2438,"CS",147,"CS"
2013,2438,"CS",147,"CS"
2013,2438,"CS",3635,"CS"
2013,147,"CS",3635,"CS"
2013,2438,"CS",147,"CS"
2013,147,"CS",3635,"CS"
2013,2438,"CS",147,"CS"
2013,148,"CS",1891,"CS"
2013,148,"CS",2774,"CS"
2013,148,"CS",337,"CS"
2013,1891,"CS",2774,"CS"
2013,1891,"CS",337,"CS"
2013,2774,"CS",337,"CS"
2013,148,"CS",3945,"CS"
2013,150,"BIO",2104,"BIO"
2013,220,"BIO",150,"BIO"
2013,150,"BIO",2104,"BIO"
2013,150,"BIO",2614,"CS"
2013,1607,"BIO",150,"BIO"
2013,152,"CS",583,"CS"
2013,3926,"BIO",153,"BIO"
2013,3919,"CS",153,"BIO"
2013,3926,"BIO",153,"BIO"
2013,2986,"BIO",3919,"CS"
2013,2986,"BIO",153,"BIO"
2013,3919,"CS",153,"BIO"
2013,3919,"CS",153,"BIO"
2013,160,"BIO",2841,"BIO"
2013,161,"CS",3144,"CS"
2013,161,"CS",3144,"CS"
2013,162,"BIO",671,"BIO"
2013,162,"BIO",3686,"BIO"
2013,162,"BIO",920,"BIO"
2013,3686,"BIO",920,"BIO"
2013,163,"BIO",2472,"BIO"
2013,1032,"CS",164,"CS"
2013,2218,"BIO",167,"BIO"
2013,3673,"BIO",169,"CS"
2013,169,"CS",477,"BIO"
2013,172,"BIO",2923,"BIO"
2013,173,"BIO",3118,"BIO"
2013,945,"CS",177,"CS"
2013,945,"CS",177,"CS"
2013,3689,"CS",181,"CS"
2013,181,"CS",2189,"CS"
2013,183,"CS",3193,"CS"
2013,187,"BIO",2366,"BIO"
2013,187,"BIO",627,"BIO"
2013,187,"BIO",627,"BIO"
2013,190,"BIO",244,"BIO"
2013,190,"BIO",3363,"CS"
2013,190,"BIO",3155,"BIO"
2013,244,"BIO",3363,"CS"
2013,244,"BIO",3155,"BIO"
2013,3363,"CS",3155,"BIO"
2013,204,"BIO",3756,"BIO"
2013,2861,"BIO",205,"BIO"
2013,205,"BIO",3673,"BIO"
2013,206,"BIO",3579,"CS"
2013,212,"BIO",1357,"BIO"
2013,2227,"BIO",213,"BIO"
2013,213,"BIO",3871,"CS"
2013,217,"CS",2718,"CS"
2013,217,"CS",2718,"CS"
2013,218,"BIO",895,"BIO"
2013,220,"BIO",1150,"BIO"
2013,220,"BIO",150,"BIO"
2013,221,"BIO",3406,"CS"
2013,2622,"CS",223,"CS"
2013,2376,"BIO",224,"BIO"
2013,457,"CS",226,"CS"
2013,231,"CS",2898,"CS"
2013,231,"CS",2898,"CS"
2013,911,"BIO",233,"BIO"
2013,2616,"BIO",233,"BIO"
2013,911,"BIO",233,"BIO"
2013,911,"BIO",233,"BIO"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",22,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",3822,"CS"
2013,22,"CS",235,"CS"
2013,22,"CS",3822,"CS"
2013,235,"CS",3822,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,1362,"CS",235,"CS"
2013,236,"CS",802,"CS"
2013,1364,"CS",237,"CS"
2013,237,"CS",107,"CS"
2013,237,"CS",107,"CS"
2013,1364,"CS",237,"CS"
2013,1364,"CS",237,"CS"
2013,1364,"CS",237,"CS"
2013,1364,"CS",237,"CS"
2013,240,"BIO",1456,"BIO"
2013,240,"BIO",1561,"BIO"
2013,1456,"BIO",1561,"BIO"
2013,240,"BIO",1456,"BIO"
2013,434,"BIO",240,"BIO"
2013,434,"BIO",1456,"BIO"
2013,240,"BIO",1456,"BIO"
2013,243,"CS",2379,"CS"
2013,190,"BIO",244,"BIO"
2013,190,"BIO",3363,"CS"
2013,190,"BIO",3155,"BIO"
2013,244,"BIO",3363,"CS"
2013,244,"BIO",3155,"BIO"
2013,3363,"CS",3155,"BIO"
2013,3997,"BIO",244,"BIO"
2013,1460,"BIO",245,"CS"
2013,1460,"BIO",2178,"BIO"
2013,1460,"BIO",3809,"BIO"
2013,245,"CS",2178,"BIO"
2013,245,"CS",3809,"BIO"
2013,2178,"BIO",3809,"BIO"
2013,2453,"BIO",248,"BIO"
2013,2453,"BIO",248,"BIO"
2013,249,"CS",2950,"CS"
2013,2093,"CS",253,"CS"
2013,2093,"CS",253,"CS"
2013,2093,"CS",253,"CS"
2013,1973,"BIO",254,"BIO"
2013,254,"BIO",3049,"BIO"
2013,255,"BIO",3363,"CS"
2013,684,"CS",256,"CS"
2013,684,"CS",1883,"CS"
2013,256,"CS",1883,"CS"
2013,1996,"CS",256,"CS"
2013,1996,"CS",1883,"CS"
2013,256,"CS",1883,"CS"
2013,684,"CS",256,"CS"
2013,684,"CS",1883,"CS"
2013,256,"CS",1883,"CS"
2013,684,"CS",256,"CS"
2013,684,"CS",1883,"CS"
2013,256,"CS",1883,"CS"
2013,1839,"BIO",261,"BIO"
2013,1953,"CS",263,"CS"
2013,1461,"CS",263,"CS"
2013,2112,"CS",1461,"CS"
2013,2112,"CS",263,"CS"
2013,1461,"CS",263,"CS"
2013,3143,"CS",263,"CS"
2013,1592,"CS",267,"CS"
2013,268,"CS",747,"CS"
2013,270,"BIO",1901,"BIO"
2013,3568,"CS",271,"CS"
2013,272,"CS",1429,"CS"
2013,273,"CS",1589,"CS"
2013,273,"CS",1589,"CS"
2013,1495,"CS",274,"CS"
2013,1509,"CS",274,"CS"
2013,1495,"CS",274,"CS"
2013,274,"CS",2317,"CS"
2013,45,"BIO",277,"BIO"
2013,45,"BIO",277,"BIO"
2013,45,"BIO",277,"BIO"
2013,2586,"CS",278,"CS"
2013,279,"BIO",469,"BIO"
2013,279,"BIO",827,"BIO"
2013,2275,"CS",280,"CS"
2013,4062,"CS",284,"CS"
2013,289,"CS",1381,"CS"
2013,289,"CS",1221,"CS"
2013,1381,"CS",1221,"CS"
2013,289,"CS",338,"CS"
2013,289,"CS",1221,"CS"
2013,290,"CS",707,"CS"
2013,290,"CS",675,"CS"
2013,290,"CS",1684,"CS"
2013,675,"CS",1684,"CS"
2013,290,"CS",675,"CS"
2013,290,"CS",1684,"CS"
2013,675,"CS",1684,"CS"
2013,1784,"CS",290,"CS"
2013,1784,"CS",2925,"CS"
2013,290,"CS",2925,"CS"
2013,290,"CS",2783,"CS"
2013,2093,"CS",1311,"CS"
2013,2093,"CS",1662,"CS"
2013,2093,"CS",834,"CS"
2013,2093,"CS",145,"CS"
2013,2093,"CS",872,"CS"
2013,2093,"CS",3384,"CS"
2013,2093,"CS",291,"CS"
2013,1311,"CS",1662,"CS"
2013,1311,"CS",834,"CS"
2013,1311,"CS",145,"CS"
2013,1311,"CS",872,"CS"
2013,1311,"CS",3384,"CS"
2013,1311,"CS",291,"CS"
2013,1662,"CS",834,"CS"
2013,1662,"CS",145,"CS"
2013,1662,"CS",872,"CS"
2013,1662,"CS",3384,"CS"
2013,1662,"CS",291,"CS"
2013,834,"CS",145,"CS"
2013,834,"CS",872,"CS"
2013,834,"CS",3384,"CS"
2013,834,"CS",291,"CS"
2013,145,"CS",872,"CS"
2013,145,"CS",3384,"CS"
2013,145,"CS",291,"CS"
2013,872,"CS",3384,"CS"
2013,872,"CS",291,"CS"
2013,3384,"CS",291,"CS"
2013,3048,"BIO",292,"BIO"
2013,293,"BIO",19,"CS"
2013,2136,"CS",294,"CS"
2013,299,"BIO",2746,"BIO"
2013,2691,"CS",300,"CS"
2013,2691,"CS",300,"CS"
2013,300,"CS",1796,"CS"
2013,300,"CS",1796,"CS"
2013,300,"CS",1796,"CS"
2013,2691,"CS",300,"CS"
2013,305,"CS",513,"CS"
2013,305,"CS",513,"CS"
2013,1249,"CS",307,"CS"
2013,1141,"CS",307,"CS"
2013,4062,"CS",313,"CS"
2013,321,"CS",2620,"CS"
2013,322,"BIO",543,"BIO"
2013,1184,"CS",331,"CS"
2013,1939,"CS",1891,"CS"
2013,1939,"CS",337,"CS"
2013,1891,"CS",337,"CS"
2013,3872,"CS",337,"CS"
2013,1891,"CS",337,"CS"
2013,3872,"CS",337,"CS"
2013,337,"CS",2717,"CS"
2013,3872,"CS",337,"CS"
2013,148,"CS",1891,"CS"
2013,148,"CS",2774,"CS"
2013,148,"CS",337,"CS"
2013,1891,"CS",2774,"CS"
2013,1891,"CS",337,"CS"
2013,2774,"CS",337,"CS"
2013,3872,"CS",337,"CS"
2013,289,"CS",338,"CS"
2013,339,"CS",1066,"CS"
2013,342,"BIO",920,"BIO"
2013,343,"BIO",2545,"CS"
2013,344,"BIO",691,"BIO"
2013,345,"CS",4053,"CS"
2013,345,"CS",3707,"CS"
2013,345,"CS",3034,"CS"
2013,3707,"CS",3034,"CS"
2013,347,"BIO",2922,"BIO"
2013,347,"BIO",1961,"BIO"
2013,2922,"BIO",1961,"BIO"
2013,347,"BIO",1010,"BIO"
2013,3616,"BIO",2232,"CS"
2013,3616,"BIO",349,"BIO"
2013,2232,"CS",349,"BIO"
2013,725,"CS",350,"CS"
2013,725,"CS",350,"CS"
2013,350,"CS",4159,"CS"
2013,1036,"CS",731,"CS"
2013,1036,"CS",351,"CS"
2013,731,"CS",351,"CS"
2013,1036,"CS",351,"CS"
2013,352,"CS",3916,"CS"
2013,352,"CS",3916,"CS"
2013,352,"CS",3916,"CS"
2013,2573,"BIO",358,"BIO"
2013,2573,"BIO",358,"BIO"
2013,2573,"BIO",358,"BIO"
2013,359,"CS",2720,"CS"
2013,361,"CS",672,"CS"
2013,383,"CS",366,"CS"
2013,144,"CS",370,"BIO"
2013,144,"CS",370,"BIO"
2013,144,"CS",370,"BIO"
2013,2826,"CS",374,"CS"
2013,2826,"CS",374,"CS"
2013,1109,"CS",375,"CS"
2013,1919,"CS",376,"CS"
2013,1939,"CS",3330,"CS"
2013,1939,"CS",376,"CS"
2013,1939,"CS",3295,"CS"
2013,1939,"CS",3523,"CS"
2013,3330,"CS",376,"CS"
2013,3330,"CS",3295,"CS"
2013,3330,"CS",3523,"CS"
2013,376,"CS",3295,"CS"
2013,376,"CS",3523,"CS"
2013,3295,"CS",3523,"CS"
2013,1939,"CS",376,"CS"
2013,1939,"CS",3295,"CS"
2013,1939,"CS",3523,"CS"
2013,376,"CS",3295,"CS"
2013,376,"CS",3523,"CS"
2013,3295,"CS",3523,"CS"
2013,1939,"CS",376,"CS"
2013,1939,"CS",3295,"CS"
2013,1939,"CS",3523,"CS"
2013,376,"CS",3295,"CS"
2013,376,"CS",3523,"CS"
2013,3295,"CS",3523,"CS"
2013,342,"BIO",379,"CS"
2013,1617,"CS",381,"CS"
2013,1617,"CS",2374,"CS"
2013,381,"CS",2374,"CS"
2013,2643,"CS",4083,"CS"
2013,2643,"CS",381,"CS"
2013,2643,"CS",1092,"CS"
2013,4083,"CS",381,"CS"
2013,4083,"CS",1092,"CS"
2013,381,"CS",1092,"CS"
2013,2643,"CS",4083,"CS"
2013,2643,"CS",381,"CS"
2013,2643,"CS",1092,"CS"
2013,4083,"CS",381,"CS"
2013,4083,"CS",1092,"CS"
2013,381,"CS",1092,"CS"
2013,2696,"CS",381,"CS"
2013,2696,"CS",63,"CS"
2013,2696,"CS",1092,"CS"
2013,381,"CS",63,"CS"
2013,381,"CS",1092,"CS"
2013,63,"CS",1092,"CS"
2013,2643,"CS",4083,"CS"
2013,2643,"CS",381,"CS"
2013,2643,"CS",1092,"CS"
2013,4083,"CS",381,"CS"
2013,4083,"CS",1092,"CS"
2013,381,"CS",1092,"CS"
2013,2643,"CS",381,"CS"
2013,2643,"CS",1092,"CS"
2013,381,"CS",1092,"CS"
2013,2696,"CS",381,"CS"
2013,2696,"CS",63,"CS"
2013,2696,"CS",1092,"CS"
2013,381,"CS",63,"CS"
2013,381,"CS",1092,"CS"
2013,63,"CS",1092,"CS"
2013,3754,"CS",382,"BIO"
2013,382,"BIO",1174,"BIO"
2013,382,"BIO",3554,"BIO"
2013,1174,"BIO",3554,"BIO"
2013,3754,"CS",382,"BIO"
2013,383,"CS",2728,"CS"
2013,958,"BIO",384,"BIO"
2013,385,"CS",2392,"CS"
2013,854,"CS",385,"CS"
2013,854,"CS",2392,"CS"
2013,385,"CS",2392,"CS"
2013,385,"CS",2825,"CS"
2013,851,"BIO",387,"BIO"
2013,388,"BIO",2252,"BIO"
2013,388,"BIO",2887,"BIO"
2013,2252,"BIO",2887,"BIO"
2013,997,"BIO",389,"BIO"
2013,389,"BIO",986,"BIO"
2013,395,"BIO",2926,"BIO"
2013,396,"CS",3624,"CS"
2013,399,"CS",1056,"CS"
2013,399,"CS",1056,"CS"
2013,399,"CS",2533,"CS"
2013,399,"CS",1652,"CS"
2013,399,"CS",1056,"CS"
2013,399,"CS",2201,"CS"
2013,401,"CS",3786,"CS"
2013,401,"CS",3786,"CS"
2013,401,"CS",3786,"CS"
2013,403,"CS",3316,"CS"
2013,403,"CS",3316,"CS"
2013,403,"CS",3316,"CS"
2013,458,"CS",404,"CS"
2013,405,"BIO",1337,"BIO"
2013,407,"CS",2426,"CS"
2013,407,"CS",317,"CS"
2013,1220,"CS",409,"CS"
2013,87,"CS",3849,"CS"
2013,87,"CS",409,"CS"
2013,3849,"CS",409,"CS"
2013,1220,"CS",409,"CS"
2013,87,"CS",409,"CS"
2013,87,"CS",751,"CS"
2013,87,"CS",409,"CS"
2013,751,"CS",409,"CS"
2013,3422,"CS",410,"CS"
2013,411,"BIO",101,"CS"
2013,411,"BIO",101,"CS"
2013,411,"BIO",2295,"CS"
2013,2970,"BIO",411,"BIO"
2013,411,"BIO",2669,"BIO"
2013,411,"BIO",972,"BIO"
2013,411,"BIO",445,"BIO"
2013,2669,"BIO",972,"BIO"
2013,2669,"BIO",445,"BIO"
2013,972,"BIO",445,"BIO"
2013,347,"BIO",2922,"BIO"
2013,347,"BIO",1961,"BIO"
2013,347,"BIO",412,"BIO"
2013,2922,"BIO",1961,"BIO"
2013,2922,"BIO",412,"BIO"
2013,1961,"BIO",412,"BIO"
2013,413,"CS",3638,"CS"
2013,414,"BIO",3559,"BIO"
2013,415,"CS",1870,"CS"
2013,861,"CS",415,"CS"
2013,861,"CS",1018,"CS"
2013,861,"CS",3938,"CS"
2013,861,"CS",3807,"CS"
2013,415,"CS",1018,"CS"
2013,415,"CS",3938,"CS"
2013,415,"CS",3807,"CS"
2013,1018,"CS",3938,"CS"
2013,1018,"CS",3807,"CS"
2013,3938,"CS",3807,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,1825,"BIO",426,"BIO"
2013,1825,"BIO",1541,"CS"
2013,426,"BIO",1541,"CS"
2013,1825,"BIO",426,"BIO"
2013,428,"BIO",2963,"BIO"
2013,428,"BIO",4101,"BIO"
2013,2963,"BIO",4101,"BIO"
2013,851,"BIO",428,"BIO"
2013,851,"BIO",707,"CS"
2013,428,"BIO",707,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,2061,"CS",422,"CS"
2013,2061,"CS",429,"CS"
2013,422,"CS",429,"CS"
2013,433,"CS",22,"CS"
2013,1293,"CS",433,"CS"
2013,434,"BIO",240,"BIO"
2013,434,"BIO",1456,"BIO"
2013,240,"BIO",1456,"BIO"
2013,434,"BIO",3662,"BIO"
2013,437,"BIO",2834,"BIO"
2013,438,"BIO",2367,"BIO"
2013,439,"CS",1965,"CS"
2013,439,"CS",1965,"CS"
2013,439,"CS",1965,"CS"
2013,1297,"CS",439,"CS"
2013,439,"CS",1965,"CS"
2013,2252,"BIO",535,"BIO"
2013,2252,"BIO",442,"BIO"
2013,535,"BIO",442,"BIO"
2013,2681,"BIO",1160,"BIO"
2013,2681,"BIO",442,"BIO"
2013,1160,"BIO",442,"BIO"
2013,1160,"BIO",442,"BIO"
2013,444,"CS",3730,"CS"
2013,444,"CS",1509,"CS"
2013,444,"CS",1690,"CS"
2013,1509,"CS",1690,"CS"
2013,1724,"CS",444,"CS"
2013,411,"BIO",2669,"BIO"
2013,411,"BIO",972,"BIO"
2013,411,"BIO",445,"BIO"
2013,2669,"BIO",972,"BIO"
2013,2669,"BIO",445,"BIO"
2013,972,"BIO",445,"BIO"
2013,3217,"BIO",445,"BIO"
2013,1242,"BIO",445,"BIO"
2013,4,"BIO",445,"BIO"
2013,2366,"BIO",445,"BIO"
2013,447,"BIO",1276,"BIO"
2013,3070,"BIO",448,"BIO"
2013,3614,"CS",453,"CS"
2013,453,"CS",3430,"CS"
2013,453,"CS",3731,"CS"
2013,453,"CS",1378,"CS"
2013,3731,"CS",1378,"CS"
2013,453,"CS",3731,"CS"
2013,453,"CS",60,"CS"
2013,453,"CS",3871,"CS"
2013,2509,"CS",455,"CS"
2013,965,"CS",455,"CS"
2013,455,"CS",848,"CS"
2013,455,"CS",3024,"CS"
2013,456,"CS",3561,"BIO"
2013,4028,"CS",456,"CS"
2013,4028,"CS",456,"CS"
2013,634,"CS",457,"CS"
2013,2213,"CS",457,"CS"
2013,2213,"CS",457,"CS"
2013,457,"CS",226,"CS"
2013,458,"CS",404,"CS"
2013,39,"CS",460,"CS"
2013,1178,"CS",463,"CS"
2013,464,"CS",2428,"CS"
2013,465,"CS",1312,"CS"
2013,469,"BIO",3094,"BIO"
2013,279,"BIO",469,"BIO"
2013,469,"BIO",2424,"BIO"
2013,469,"BIO",2424,"BIO"
2013,469,"BIO",3094,"BIO"
2013,469,"BIO",2424,"BIO"
2013,3094,"BIO",2424,"BIO"
2013,1091,"BIO",473,"BIO"
2013,1091,"BIO",473,"BIO"
2013,1831,"CS",476,"CS"
2013,1831,"CS",3168,"CS"
2013,1831,"CS",1225,"CS"
2013,1831,"CS",1635,"CS"
2013,476,"CS",3168,"CS"
2013,476,"CS",1225,"CS"
2013,476,"CS",1635,"CS"
2013,3168,"CS",1225,"CS"
2013,3168,"CS",1635,"CS"
2013,1225,"CS",1635,"CS"
2013,1702,"CS",476,"CS"
2013,4008,"CS",479,"BIO"
2013,3883,"BIO",483,"BIO"
2013,3883,"BIO",483,"BIO"
2013,483,"BIO",1720,"CS"
2013,3504,"CS",484,"CS"
2013,3504,"CS",484,"CS"
2013,485,"CS",991,"CS"
2013,485,"CS",991,"CS"
2013,485,"CS",3144,"CS"
2013,24,"CS",489,"CS"
2013,490,"BIO",2380,"CS"
2013,491,"CS",2810,"CS"
2013,492,"CS",3858,"CS"
2013,493,"CS",1371,"CS"
2013,4126,"CS",495,"CS"
2013,3149,"CS",495,"CS"
2013,1050,"CS",2754,"CS"
2013,1050,"CS",495,"CS"
2013,2754,"CS",495,"CS"
2013,2970,"BIO",496,"BIO"
2013,2068,"BIO",496,"BIO"
2013,3369,"CS",500,"CS"
2013,3369,"CS",500,"CS"
2013,3369,"CS",500,"CS"
2013,3369,"CS",500,"CS"
2013,3369,"CS",500,"CS"
2013,933,"BIO",2252,"BIO"
2013,933,"BIO",502,"BIO"
2013,933,"BIO",3463,"BIO"
2013,2252,"BIO",502,"BIO"
2013,2252,"BIO",3463,"BIO"
2013,502,"BIO",3463,"BIO"
2013,2993,"BIO",502,"BIO"
2013,503,"CS",1162,"CS"
2013,505,"BIO",533,"BIO"
2013,507,"BIO",1696,"BIO"
2013,509,"BIO",2227,"BIO"
2013,4064,"CS",510,"CS"
2013,3606,"CS",3064,"CS"
2013,3606,"CS",510,"CS"
2013,3064,"CS",510,"CS"
2013,4064,"CS",510,"CS"
2013,4134,"CS",513,"CS"
2013,305,"CS",513,"CS"
2013,305,"CS",513,"CS"
2013,1945,"CS",516,"CS"
2013,516,"CS",3776,"CS"
2013,2927,"CS",516,"CS"
2013,2232,"CS",516,"CS"
2013,1042,"CS",521,"CS"
2013,521,"CS",1869,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,1944,"CS",522,"CS"
2013,843,"BIO",523,"BIO"
2013,843,"BIO",523,"BIO"
2013,843,"BIO",523,"BIO"
2013,525,"BIO",4121,"BIO"
2013,526,"CS",1623,"CS"
2013,3891,"BIO",528,"CS"
2013,533,"BIO",954,"BIO"
2013,505,"BIO",533,"BIO"
2013,533,"BIO",954,"BIO"
2013,533,"BIO",954,"BIO"
2013,2252,"BIO",535,"BIO"
2013,585,"BIO",2252,"BIO"
2013,585,"BIO",3463,"BIO"
2013,585,"BIO",535,"BIO"
2013,2252,"BIO",3463,"BIO"
2013,2252,"BIO",535,"BIO"
2013,3463,"BIO",535,"BIO"
2013,2252,"BIO",535,"BIO"
2013,2252,"BIO",535,"BIO"
2013,2252,"BIO",442,"BIO"
2013,535,"BIO",442,"BIO"
2013,537,"CS",1704,"CS"
2013,538,"CS",3064,"CS"
2013,538,"CS",3064,"CS"
2013,538,"CS",3064,"CS"
2013,538,"CS",3064,"CS"
2013,3741,"BIO",539,"BIO"
2013,540,"BIO",4045,"BIO"
2013,322,"BIO",543,"BIO"
2013,1160,"BIO",543,"BIO"
2013,1160,"BIO",1238,"BIO"
2013,543,"BIO",1238,"BIO"
2013,545,"CS",1810,"CS"
2013,545,"CS",1712,"CS"
2013,907,"CS",546,"CS"
2013,907,"CS",633,"CS"
2013,546,"CS",633,"CS"
2013,546,"CS",1587,"CS"
2013,2480,"CS",546,"CS"
2013,547,"CS",2519,"BIO"
2013,547,"CS",2519,"BIO"
2013,2112,"CS",1461,"CS"
2013,2112,"CS",553,"CS"
2013,1461,"CS",553,"CS"
2013,956,"BIO",3805,"BIO"
2013,956,"BIO",559,"BIO"
2013,3805,"BIO",559,"BIO"
2013,956,"BIO",559,"BIO"
2013,4060,"BIO",559,"BIO"
