"source","destination"
705,2631
708,3039
711,95
711,3105
713,4184
715,3071
715,1408
716,3979
718,3668
718,3731
718,945
728,2834
730,1250
730,2702
730,1417
730,831
730,889
730,1623
730,639
735,1761
750,1419
757,347
764,2501
765,1138
765,3853
770,2804
770,2998
785,2833
785,1904
785,1014
785,1265
787,2511
789,1563
790,1080
795,3942
798,3587
798,2170
799,2256
804,490
804,1289
805,1721
812,2760
814,3553
816,1855
820,2292
828,271
829,3000
830,3512
830,2904
830,557
830,3743
830,1387
831,1417
831,2702
831,889
831,1623
831,639
831,1338
847,1399
847,1084
847,3718
847,2356
847,864
847,4030
849,3410
853,3334
853,3770
854,2392
860,602
864,847
868,3933
874,3355
874,2162
874,187
878,3034
879,499
880,3807
880,2489
881,3686
889,1515
890,2482
891,399
891,3530
891,899
891,1156
893,1990
893,3875
899,891
899,3530
899,1156
902,2440
902,627
907,1762
908,1577
913,1304
913,2637
921,1504
924,2594
941,2463
942,3574
945,718
966,2797
966,1415
992,3270
996,3755
1007,3991
1008,2917
1014,1265
1014,2833
1015,674
1025,1178
1026,4008
1028,3650
1043,3582
1043,3105
1043,2642
1043,1493
1043,4183
1044,2538
1075,536
1075,3826
1075,2330
1080,790
1083,353
1083,1588
1083,686
1084,847
1084,3718
1084,2356
1090,3494
1090,2187
1092,2306
1103,2771
1105,2803
1106,3423
1111,83
1113,3014
1115,4157
1117,1751
1117,203
1121,3935
1131,2872
1147,2919
1153,1485
1153,3348
1156,891
1156,3530
1156,899
1156,4039
1174,1958
1178,1025
1178,2236
1178,1455
1178,4171
1178,2120
1185,3203
1204,1489
1212,443
1215,2587
1219,597
1219,2330
1227,1555
1227,513
1227,1473
1227,2717
1228,3445
1233,3668
1234,2928
1236,2674
1236,3259
1246,3075
1250,730
1250,1762
1250,3670
1251,640
1251,1413
1251,1376
1255,3089
1255,3939
1265,83
1265,1014
1265,2833
1268,891
1268,3530
1268,899
1268,1156
1280,2041
1280,4024
1280,146
1283,536
1289,1739
1289,804
1289,490
1295,274
1304,913
1308,628
1311,641
1311,2454
1322,3512
1322,3338
1322,1580
1322,3245
1355,3427
1376,1251
1378,1580
1378,4008
1385,2658
1387,830
1395,3363
1396,1523
1397,3921
1399,847
1402,3570
1403,3656
1405,1853
1413,1918
1413,1251
1413,1442
1413,52
1415,2797
1415,278
1415,2059
1415,3363
1417,245
1417,763
1417,2702
1417,831
1417,889
1417,1623
1417,639
1417,1891
1419,750
1424,2333
1434,3481
1434,2059
1434,3903
1436,3217
1444,3602
1448,1858
1452,3800
1453,2778
1455,1178
1455,3504
1473,1227
1480,3534
1484,3116
1485,1153
1486,2422
1489,1204
1492,1843
1492,2414
1493,3582
1493,1043
1497,3422
1503,2222
1507,1247
1507,3437
1519,639
1525,3361
1526,3156
1533,1970
1533,188
1542,3431
1542,1975
1547,1215
1549,216
1549,3711
1550,3570
1550,2834
1555,2717
1555,513
1555,1227
1558,1888
1562,1070
1563,2609
1563,789
1568,3098
1574,4116
1576,533
1577,581
1577,2275
1577,908
1580,1378
1580,1322
1582,3851
1588,686
1588,1083
1588,353
1589,273
1589,408
1590,4006
1590,3506
1590,2217
1593,289
1593,2921
1593,1634
1593,510
1596,4008
1599,4008
1599,2903
1601,3864
1601,2658
1605,2022
1623,2310
1623,3857
1623,1417
1623,2702
1623,831
1623,889
1623,639
1630,1227
1630,3101
1630,2041
1633,3631
1633,101
1634,3547
1634,2921
1634,2951
1641,2422
1641,2775
1641,3519
1641,2631
1645,3819
1661,2961
1661,463
1666,3977
1667,3427
1668,387
1668,2584
1668,2715
1683,398
1684,401
1684,3786
1684,3730
1692,1580
1694,128
1694,674
1694,3442
1697,1103
1697,2771
1697,3891
1700,3231
1719,1282
1721,3697
1721,2217
1721,805
1733,293
1734,1958
1739,4075
1748,679
1748,3267
1751,2057
1751,1117
1751,1802
1754,864
1754,3384
1758,2254
1760,945
1760,2522
1762,907
1776,2210
1778,238
1785,2333
1787,213
1789,3429
1791,2005
1798,4098
1814,1821
1816,1861
1821,1814
1826,2928
1826,398
1826,2103
1826,3624
1826,3711
1826,2080
1832,513
1842,2645
1842,2625
1842,2996
1843,708
1843,1492
1843,120
1850,3783
1850,734
1853,1405
1855,816
1858,1448
1870,612
1870,98
1870,415
1876,3484
1877,2032
1878,3008
1879,2406
1879,3465
1880,1996
1880,3800
1882,1186
1888,2775
1888,3784
1888,2422
1891,1417
1899,3761
1904,83
1904,1265
1911,3869
1918,1413
1923,3027
1929,3844
1947,4171
1947,718
1947,2855
1947,3659
1947,3930
1947,500
1947,1711
1947,602
1953,3338
1953,538
1955,1397
1955,3921
1956,2064
1956,2843
1956,2527
1958,1174
1968,3262
1968,3765
1969,190
1969,2482
1969,3426
1969,1219
1969,3881
1970,1533
1970,2363
1972,631
1975,3431
1975,1542
1982,1870
1982,3145
1982,2656
1982,3857
1990,2399
1990,893
1990,2596
1996,1880
2001,2252
2005,1791
2018,2905
2022,1605
2022,2797
2023,1751
2023,2812
2032,2244
2041,1280
2057,1751
2059,1415
2059,3028
2059,510
2059,3481
2060,83
2060,559
2060,2527
2062,1283
2062,387
2087,392
2092,2252
2095,4128
2110,3005
2111,2660
2111,2226
2111,30
2112,3363
2119,498
2120,4171
2120,1178
2127,2640
2131,3425
2140,2163
2144,3996
2144,443
2148,706
2149,578
2153,74
2156,513
2156,2901
2160,3650
2162,874
2162,3355
2163,3743
2163,3375
2163,1322
2163,3245
2166,57
2166,2746
2170,392
2170,798
2187,3494
2187,1090
2193,3026
2209,438
2210,3224
2214,4139
2214,3427
2214,3588
2215,3465
2217,3835
2217,3506
2217,4006
2217,604
2217,337
2217,1721
2217,3697
2222,1503
2225,1271
2225,2609
2225,3160
2231,891
2231,3530
2231,899
2231,1156
2231,3572
2231,913
2236,1178
2236,3028
2240,3935
2244,2032
2245,30
2245,2486
2252,2001
2256,4026
2256,3955
2256,799
2261,2776
2262,650
2267,77
2267,1349
2272,3157
2275,1577
2277,3651
2283,3530
2283,3857
2296,1221
2305,3423
2305,3799
2306,1092
2310,1623
2312,538
2330,459
2330,547
2330,1219
2330,3783
2330,1075
2330,3826
2330,2217
2333,1424
2333,203
2333,1785
2347,1124
2356,3718
2356,3587
2356,66
2356,1084
2356,847
2363,34
2363,1970
2369,2434
2369,3933
2369,3668
2392,854
2396,1870
2396,399
2402,2422
2406,3042
2406,3465
2406,1879
2406,3669
2408,215
2410,3122
2412,4079
2419,3920
2422,2444
2424,620
2427,860
2427,602
2427,2769
2432,139
2434,3933
2434,2369
2440,902
2440,627
2444,1845
2444,2798
2444,2422
2454,1311
2458,2985
2463,941
2471,411
2482,100
2482,2773
2482,1969
2486,30
2493,1831
2493,3754
2501,101
2506,379
2506,101
2526,1495
2527,1956
2527,2064
2527,2843
2527,419
2527,83
2527,2060
2527,559
2534,2937
2538,1044
2538,2804
2546,3536
2550,3429
2550,294
2550,399
2561,26
2572,602
2572,500
2574,2666
2576,3450
2584,387
2587,1215
2592,1227
2594,913
2594,2830
2594,919
2596,3168
2596,4030
2602,3145
2606,3257
2606,3800
2606,2620
2608,628
2609,1563
2613,3000
2615,3319
2625,2645
2625,271
2631,705
2631,1641
2635,2015
2635,2426
2637,3873
2637,913
2639,3156
2642,1043
2645,2625
2653,2572
2656,231
2656,1982
2658,1601
2660,30
2666,2574
2674,1236
2683,2452
2690,2975
2690,1112
2692,3727
2692,602
2699,3668
2699,3731
2699,107
2699,4079
2699,718
2702,1417
2702,831
2702,889
2702,1623
2702,639
2705,700
2705,1397
2705,1376
2705,1523
2705,1396
2705,1942
2708,3586
2708,1667
2715,4039
2715,387
2715,1668
2715,3765
2716,2951
2716,1634
2717,3385
2717,1555
2717,3340
2717,1227
2717,513
2720,3426
2722,3691
2723,2778
2746,2166
2746,57
2750,1121
2752,1694
2753,1843
2753,2527
2755,2646
2760,812
2762,849
2767,3556
2767,3726
2767,3996
2769,602
2771,1103
2773,190
2773,2482
2773,3426
2775,3519
2775,1888
2775,1641
2776,2261
2777,3656
2777,4116
2778,1453
2778,3437
2778,1880
2783,401
2783,3786
2795,1574
2797,3777
2797,1415
2797,278
2802,2874
2803,1105
2803,3384
2804,2998
2804,2538
2804,770
2804,4031
2816,353
2817,3492
2824,236
2824,913
2824,3697
2828,107
2830,2594
2833,1265
2833,1014
2834,728
2834,1550
2835,3777
2843,1956
2843,2064
2843,2527
2849,382
2855,602
2855,3586
2858,2296
2863,237
2864,2422
2872,1131
2874,3339
2874,2802
2876,216
2886,3777
2886,138
2886,2797
2886,78
2886,1280
2897,1739
2901,2156
2904,830
2905,2018
2907,3439
2908,271
2915,775
2917,1008
2921,289
2921,500
2921,3476
2921,1634
2921,1593
2921,2951
2922,2060
2925,2704
2928,1826
2928,1234
2937,2834
2939,3071
2940,237
2940,4008
2948,1417
2948,2702
2948,831
2948,889
2948,1623
2948,639
2951,1634
2951,2921
2960,1153
2961,1661
2961,3691
2961,463
2974,2602
2976,3221
2981,1464
2985,2458
2996,2645
2996,2625
2998,2804
2998,770
3000,829
3000,2613
3000,3358
3005,3299
3005,628
3008,1878
3014,1113
3014,686
3015,289
3027,1923
3028,4171
3028,2059
3028,2236
3028,2692
3032,703
3034,3191
3034,878
3035,2701
3035,2591
3038,3465
3039,708
3041,1186
3042,3593
3042,2406
3056,633
3056,2704
3057,3556
3062,2060
3062,1392
3071,2939
3075,1246
3078,2219
3089,3939
3089,1955
3098,1568
3102,1236
3105,711
3105,1043
3105,3582
3108,2837
3114,2407
3114,2244
3122,66
3127,3835
3128,2434
3134,533
3135,3277
3145,2602
3153,4069
3153,3351
3153,3481
3153,2059
3153,2640
3153,770
3153,1280
3153,4024
3156,2639
3157,2272
3163,342
3168,2596
3168,3384
3168,4030
3172,1958
3184,3272
3184,2217
3185,2398
3185,3788
3191,3034
3191,1387
3203,1185
3205,2858
3217,1436
3221,2976
3227,2369
3231,1700
3245,1322
3259,1236
3259,3450
3262,3765
3262,1968
3267,1748
3267,504
3267,3352
3267,674
3270,4031
3270,443
3272,3184
3272,237
3273,2804
3278,493
3284,3351
3284,3382
3284,1623
3296,2088
3298,500
3299,3005
3299,3969
3299,628
3302,384
3319,2615
3325,529
3338,1953
3338,538
3339,2874
3340,2717
3347,3726
3348,1153
3351,3284
3351,395
3352,550
3352,504
3352,3267
3357,3467
3357,3598
3357,591
3357,1396
3358,3000
3359,3969
3370,557
3371,4030
3375,3743
3375,2163
3377,3425
3379,2922
3381,907
3381,2760
3382,3284
3384,3168
3385,2717
3394,3577
3404,488
3410,849
3419,1311
3419,2454
3419,3668
3419,2369
3422,1955
3422,237
3422,3783
3425,3377
3425,2131
3426,190
3426,2482
3429,1789
3431,1975
3431,1542
3435,4026
3435,3955
3435,2256
3437,2778
3439,2907
3439,2573
3439,3218
3442,1694
3444,1417
3449,2120
3449,65
3450,2576
3450,3259
3465,3038
3465,1879
3465,2406
3467,1523
3467,3944
3467,3754
3471,1428
3481,561
3481,2059
3484,1876
3490,3519
3490,2422
3493,3726
3493,443
3494,1090
3494,2187
3496,2603
3504,484
3504,2214
3504,1455
3506,4154
3506,4006
3506,2217
3512,830
3519,269
3519,1641
3530,3857
3530,891
3530,899
3530,1156
3533,1953
3533,3339
3534,1480
3536,2546
3547,1634
3556,3057
3564,2187
3570,1550
3570,3163
3570,1402
3574,942
3577,3394
3581,4006
3581,3506
3581,2217
3582,1043
3582,1493
3582,3105
3586,2855
3587,3718
3587,798
3587,2356
3588,2777
3588,1634
3588,2214
3593,3042
3596,3429
3609,2996
3609,2645
3609,2625
3631,1633
3632,705
3632,674
3632,1667
3642,679
3642,674
3642,1748
3644,2751
3644,2624
3656,2777
3656,4116
3658,287
3659,3930
3668,2369
3668,107
3668,3731
3668,4079
3668,1233
3668,718
3668,3270
3669,102
3669,2406
3684,353
3686,881
3691,2700
3691,3122
3694,920
3697,1721
3697,2824
3697,2217
3700,83
3709,1948
3711,1549
3711,1826
3715,1843
3718,847
3718,1396
3718,2356
3718,3587
3718,3494
3718,1084
3722,978
3722,3100
3726,1550
3727,2692
3727,602
3731,674
3731,1694
3731,3668
3731,143
3731,4079
3731,107
3731,718
3740,2775
3740,1641
3743,2163
3743,3375
3743,830
3743,557
3751,3423
3761,1899
3761,2098
3761,2871
3765,3262
3765,2715
3765,1968
3777,2797
3777,2835
3782,1814
3783,2330
3783,3933
3783,3422
3786,401
3786,1684
3796,268
3796,3304
3796,1519
3799,3423
3799,2305
3800,1880
3800,1452
3801,2088
3805,1956
3805,2064
3805,2843
3805,2527
3805,2859
3805,775
3807,2489
3807,880
3826,1075
3826,2330
3831,3915
3835,2217
3835,3127
3844,1929
3848,323
3851,1582
3857,3530
3857,1623
3864,1601
3869,1911
3869,139
3873,2637
3875,893
3875,2879
3879,1798
3879,2527
3881,1969
3887,847
3887,1399
3892,1212
3900,2160
3900,2827
3903,1434
3909,3322
3914,2059
3920,2419
3921,1397
3930,3659
3932,2012
3933,3783
3933,2434
3933,2369
3933,705
3935,1121
3939,3089
3942,795
3944,3467
3946,1462
3949,498
3955,106
3955,4026
3955,2256
3969,3299
3974,219
3979,716
3980,289
3985,4054
3985,2454
3991,1007
3995,1780
3996,2332
3996,2144
3996,443
4006,3506
4006,2217
4024,1280
4026,3955
4026,2256
4030,847
4030,3371
4030,2596
4030,3168
4031,3270
4039,1156
4039,2715
4051,342
4054,3985
4060,530
4060,628
4069,1415
4069,146
4075,1739
4079,2412
4079,3668
4079,3731
4079,107
4105,4185
4116,1574
4116,2777
4116,3656
4128,2095
4139,3427
4139,1297
4161,591
4163,4173
4167,3092
4168,510
4171,2120
4171,3028
4171,1178
4173,4163
4183,1043
4184,713
4185,4105
4187,3873
