"serial_id","google_id","XDIndicator","XD95","XD00","XD05","XD10","XD15"
1237,"e4_ZXcwAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1238,"e5alfo0AAAAJ","BIO","BIO","XD","XD","XD","XD"
1239,"E5cG_9gAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1240,"E5y_8wIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1241,"E5zViqcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1242,"E6GRsP4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1243,"e6JywScAAAAJ","CS","CS","CS","CS","CS","CS"
1244,"E73KD4MAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1245,"E7iXdMIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1246,"E7kDxi4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1247,"e7V7-gEAAAAJ","CS","CS","CS","CS","CS","XD"
1248,"e7VI_HcAAAAJ","CS","CS","CS","CS","CS","CS"
1249,"e8aRmAsAAAAJ","CS","CS","CS","CS","CS","XD"
1250,"e8e5qGcAAAAJ","CS","CS","CS","CS","CS","CS"
1251,"e9OxXgwAAAAJ","CS","CS","CS","CS","CS","CS"
1252,"e9p7q6MAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1253,"e9v9lkgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1254,"e9xnMAEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1255,"ea6cjVUAAAAJ","CS","CS","CS","CS","CS","CS"
1256,"Ea7ExWgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1257,"eaexvuEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1258,"eaMNlu8AAAAJ","CS","CS","CS","CS","CS","CS"
1259,"EAQfVXgAAAAJ","CS","CS","CS","CS","CS","CS"
1260,"EaQxCvUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1261,"eAwnN44AAAAJ","CS","CS","CS","CS","CS","CS"
1262,"EaxDWUoAAAAJ","BIO","BIO","BIO","XD","XD","XD"
1263,"EAzpJiQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1264,"EBjFxk8AAAAJ","CS","CS","CS","CS","CS","CS"
1265,"EBnjjY8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1266,"eBqftc8AAAAJ","CS","CS","CS","CS","CS","CS"
1267,"EcMD4XQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1268,"ecNmblAAAAAJ","CS","CS","CS","CS","CS","CS"
1269,"eCnWWmYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1270,"ecPAWS8AAAAJ","CS","CS","CS","CS","CS","CS"
1271,"eCv3gnMAAAAJ","CS","XD","XD","XD","XD","XD"
1272,"eCW7EtgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1273,"EDC2EP0AAAAJ","CS","CS","CS","CS","CS","CS"
1274,"edQgLXcAAAAJ","CS","CS","CS","CS","CS","CS"
1275,"Edw0tIYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1276,"ee5pjPsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1277,"EeGvHIoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1278,"eegYQdMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1279,"EetL2HQAAAAJ","CS","CS","CS","CS","CS","CS"
1280,"eEYPTKUAAAAJ","CS","CS","CS","CS","CS","CS"
1281,"EFCJtEwAAAAJ","CS","CS","CS","CS","CS","CS"
1282,"EFD4OrIAAAAJ","CS","XD","XD","XD","XD","XD"
1283,"EFEC_toAAAAJ","XD","XD","XD","XD","XD","XD"
1284,"EFlfpXQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1285,"EfuT9RoAAAAJ","CS","CS","CS","CS","XD","XD"
1286,"EFVX84sAAAAJ","CS","CS","CS","CS","CS","CS"
1287,"eFyzZ8wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1288,"EggUEWgAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1289,"EGnp1r8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1290,"eHhHOD0AAAAJ","CS","CS","CS","CS","CS","CS"
1291,"EhRzLhQAAAAJ","CS","CS","CS","CS","CS","CS"
1292,"EIgDkCUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1293,"eiqD0hoAAAAJ","CS","CS","CS","CS","CS","CS"
1294,"EiXpVxwAAAAJ","CS","CS","CS","CS","CS","CS"
1295,"eIYoeT4AAAAJ","CS","CS","CS","CS","CS","CS"
1296,"EJ-cby0AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1297,"eJ5nA0kAAAAJ","CS","CS","CS","CS","CS","CS"
1298,"ejAySV8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1299,"EjkAuCoAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1300,"ejoWKqsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1301,"ejR8Xx0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1302,"elAHayUAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1303,"eLll3xoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1304,"ElqwScwAAAAJ","CS","CS","CS","CS","CS","CS"
1305,"ElTNdUwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1306,"eMc-6hoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1307,"EmD8988AAAAJ","BIO","BIO","BIO","XD","XD","XD"
1308,"EmLddhQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1309,"eMs1ptMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1310,"EmY0Q7oAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1311,"EnCwNycAAAAJ","CS","CS","CS","CS","CS","CS"
1312,"EnEiF7oAAAAJ","CS","CS","CS","CS","CS","CS"
1313,"enjXdH4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1314,"enSDeE8AAAAJ","BIO","BIO","BIO","XD","XD","XD"
1315,"ENTGDS8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1316,"eoRn6NkAAAAJ","CS","CS","CS","CS","CS","CS"
1317,"ePiPQ2cAAAAJ","CS","CS","CS","CS","CS","CS"
1318,"eq4egiwAAAAJ","CS","CS","CS","CS","CS","CS"
1319,"eQ8KEHoAAAAJ","CS","CS","CS","CS","CS","XD"
1320,"EqetexsAAAAJ","CS","CS","CS","CS","CS","CS"
1321,"eQUn8ugAAAAJ","CS","CS","CS","CS","CS","CS"
1322,"Er-gEaoAAAAJ","CS","CS","CS","CS","CS","CS"
1323,"ERUd22YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1324,"Es-YRKMAAAAJ","CS","CS","CS","CS","XD","XD"
1325,"Es6jE1kAAAAJ","CS","CS","CS","CS","CS","CS"
1326,"ESfeLxQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1327,"esFM64IAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1328,"eslOPdYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1329,"EsMQds4AAAAJ","CS","CS","CS","CS","CS","CS"
1330,"esPRxUoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1331,"eSYDGdsAAAAJ","CS","CS","CS","CS","CS","CS"
1332,"eT0-xbEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1333,"eT3qle0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1334,"eTD7Em8AAAAJ","CS","CS","CS","CS","CS","CS"
1335,"EtRpNRAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1336,"eu7wk3kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1337,"eUgyFekAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1338,"EUMYhUvzt6IC","CS","CS","CS","CS","CS","CS"
1339,"Evgx6UkAAAAJ","CS","CS","CS","CS","CS","CS"
1340,"Evt-0DUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1341,"EvWHHJMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1342,"EwnzYGUAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1343,"ex9BQiIAAAAJ","CS","CS","CS","CS","CS","CS"
1344,"ExEEjcQAAAAJ","CS","CS","CS","CS","CS","CS"
1345,"eXKdSu0AAAAJ","CS","CS","CS","CS","XD","XD"
1346,"ExyBO8AAAAAJ","CS","CS","CS","CS","CS","CS"
1347,"exyen9EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1348,"ey960FIAAAAJ","CS","CS","CS","CS","CS","CS"
1349,"eyq1L0gAAAAJ","XD","XD","XD","XD","XD","XD"
1350,"eytkhI0AAAAJ","CS","CS","CS","CS","CS","CS"
1351,"EyUdMn0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1352,"EZk2dkwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1353,"EZQycM0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1354,"eZr-ai0AAAAJ","CS","CS","CS","CS","CS","XD"
1355,"Ezrt3pkAAAAJ","CS","CS","CS","CS","CS","CS"
1356,"ezVN9NUAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1357,"F--iDiMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1358,"f-Ix2REAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1359,"F-MEiNAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1360,"F-UtakEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1361,"f-wp99AAAAAJ","CS","CS","CS","CS","CS","CS"
1362,"f0NoTC0AAAAJ","CS","CS","CS","CS","CS","CS"
1363,"F0vOTLQAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1364,"f28F1YUAAAAJ","CS","CS","CS","CS","CS","CS"
1365,"F2cBeqkAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1366,"f3GIS0QAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1367,"f4eLuf8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1368,"F4tTgLQAAAAJ","CS","CS","XD","XD","XD","XD"
1369,"F4v_MEIAAAAJ","CS","CS","CS","CS","CS","CS"
1370,"f4W-y6AAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1371,"f5CUbRIAAAAJ","CS","CS","CS","CS","CS","XD"
1372,"f6JF7BkAAAAJ","CS","CS","CS","CS","CS","CS"
1373,"F6LzqwMAAAAJ","CS","CS","CS","CS","CS","CS"
1374,"f7e4D8cAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1375,"f7laURkAAAAJ","CS","CS","CS","CS","CS","CS"
1376,"f8FjAtMAAAAJ","CS","CS","CS","CS","CS","CS"
1377,"F9JBkRQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1378,"F9kqUXkAAAAJ","CS","CS","CS","CS","CS","CS"
1379,"FA3SUH4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1380,"fABXPQQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1381,"FaGbxW0AAAAJ","CS","CS","CS","CS","CS","CS"
1382,"FANRIhwAAAAJ","CS","CS","CS","CS","CS","CS"
1383,"fasXmPQAAAAJ","CS","CS","CS","CS","CS","CS"
1384,"fAw_t5EAAAAJ","CS","CS","CS","CS","CS","CS"
1385,"FaY_RgsAAAAJ","CS","CS","CS","CS","CS","CS"
1386,"fcQXfZIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1387,"fDdcWBEAAAAJ","CS","CS","CS","CS","CS","CS"
1388,"FDu4ciwAAAAJ","CS","CS","CS","CS","CS","CS"
1389,"fe5GDukAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1390,"Fe9NgoEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1391,"fEBBMXMAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1392,"FEBziZ0AAAAJ","BIO","BIO","BIO","XD","XD","XD"
1393,"fecQGekAAAAJ","CS","CS","CS","CS","CS","CS"
1394,"FEE_Gw0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1395,"fEVXhhAAAAAJ","CS","CS","CS","CS","CS","CS"
1396,"fEYp6hEAAAAJ","CS","CS","CS","CS","CS","CS"
1397,"fez4ulcAAAAJ","CS","CS","CS","CS","CS","CS"
1398,"fEZG8HkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1399,"Ff6era8AAAAJ","CS","CS","CS","XD","XD","XD"
1400,"ffdt7gMAAAAJ","CS","CS","CS","CS","CS","CS"
1401,"FfFBUCUAAAAJ","BIO","BIO","XD","XD","XD","XD"
1402,"FfqHjHoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1403,"FfSp-toAAAAJ","BIO","XD","XD","XD","XD","XD"
1404,"FFukl3oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1405,"ffUu1PcAAAAJ","CS","CS","CS","CS","CS","CS"
1406,"FG5TJpoAAAAJ","CS","CS","CS","CS","CS","XD"
1407,"fGahbL0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1408,"fGcKnpIAAAAJ","CS","CS","CS","CS","CS","CS"
1409,"FGq2FDEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1410,"fHeiNpIAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1411,"FI1LIZ8AAAAJ","CS","CS","CS","CS","CS","CS"
1412,"Fi3oKmQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1413,"FI5-sZEAAAAJ","CS","CS","CS","CS","CS","CS"
1414,"fIl48pMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1415,"fIoDWp8AAAAJ","CS","CS","CS","CS","XD","XD"
1416,"FIX1U8EAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1417,"FJ-huxgAAAAJ","CS","CS","CS","CS","XD","XD"
1418,"FjV70BwAAAAJ","CS","CS","CS","CS","XD","XD"
1419,"fJY0snwAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1420,"fk5mG1wAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1421,"FKbHXRUAAAAJ","CS","CS","CS","CS","CS","CS"
1422,"fKESO6sAAAAJ","CS","CS","CS","CS","CS","CS"
1423,"fkGi-JMAAAAJ","CS","CS","CS","XD","XD","XD"
1424,"fljUQhYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1425,"fLKTb6EAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1426,"fLLgLRMAAAAJ","CS","CS","CS","CS","CS","CS"
1427,"FM3vRPgAAAAJ","CS","CS","CS","CS","CS","CS"
1428,"FmrDR68AAAAJ","CS","CS","CS","CS","CS","CS"
1429,"fmSHtE8AAAAJ","CS","CS","CS","CS","XD","XD"
1430,"fmsV6nEAAAAJ","CS","CS","CS","CS","CS","CS"
1431,"fN4OjwUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1432,"Fn5PadcAAAAJ","CS","CS","CS","CS","CS","CS"
1433,"fnDgjtEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1434,"fnE2dSoAAAAJ","CS","CS","CS","CS","XD","XD"
1435,"FnOFeqkAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1436,"fNW5X34AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1437,"fNX1mOIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1438,"FNXlCHUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1439,"FODlT4sAAAAJ","CS","CS","CS","CS","CS","CS"
1440,"foNB6isAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1441,"forPRN8AAAAJ","CS","CS","CS","CS","CS","XD"
1442,"fOznM_YAAAAJ","CS","CS","CS","CS","XD","XD"
1443,"FpjmmuQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1444,"FPpZDF0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1445,"FPytZ9UAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1446,"fqCQ8cgAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1447,"fqDBtzYAAAAJ","CS","CS","CS","CS","CS","CS"
1448,"fqsgCbAAAAAJ","CS","CS","CS","CS","CS","XD"
1449,"fqy0tRYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1450,"fr0-PcUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1451,"fr5mu_cAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1452,"FrMOlk8AAAAJ","CS","CS","CS","CS","CS","CS"
1453,"frOtmtAAAAAJ","CS","CS","CS","CS","CS","XD"
1454,"frWTdZ8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1455,"FsBCAfgAAAAJ","CS","CS","CS","CS","CS","CS"
1456,"FSFoY5EAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1457,"FSkmWXYAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1458,"fSQCT0YAAAAJ","CS","CS","CS","CS","CS","CS"
1459,"fSYvY7sAAAAJ","CS","CS","CS","CS","XD","XD"
1460,"Ft1eQWUAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1461,"Ftj1h4cAAAAJ","CS","CS","XD","XD","XD","XD"
1462,"FUJJ66cAAAAJ","XD","XD","XD","XD","XD","XD"
1463,"fUkICMwAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1464,"FuOqWNEAAAAJ","CS","CS","CS","CS","CS","CS"
1465,"fup4ihsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1466,"fUTN90MAAAAJ","CS","CS","CS","CS","CS","CS"
1467,"fUwwsXQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1468,"FUWxMaQAAAAJ","CS","CS","CS","CS","CS","CS"
1469,"fv1RjgEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1470,"fVCZuxAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1471,"FVTgmOwAAAAJ","CS","CS","CS","CS","CS","CS"
1472,"FVUQ30YAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1473,"FWjqglcAAAAJ","CS","CS","CS","CS","CS","CS"
1474,"FXbbGUYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1475,"fxT5ulwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1476,"fXTd_SwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1477,"FY0bTnMAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1478,"fyf_Vt4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1479,"FyhRqdYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1480,"Fz-5bdcAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1481,"FzBDS4gAAAAJ","CS","CS","CS","CS","CS","CS"
1482,"F_Go4V4AAAAJ","CS","CS","CS","XD","XD","XD"
1483,"f_kGJwkAAAAJ","CS","CS","CS","CS","CS","CS"
1484,"g--NxecAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1485,"G-HYm8EAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1486,"g-WedwYAAAAJ","CS","CS","CS","CS","CS","CS"
1487,"g0s8hgEAAAAJ","BIO","BIO","XD","XD","XD","XD"
1488,"G0WcJagAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1489,"g26ZEaoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1490,"G2EJz5kAAAAJ","CS","CS","CS","CS","CS","CS"
1491,"g2v_-SkAAAAJ","CS","CS","CS","CS","CS","XD"
1492,"G4Np3c0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1493,"g5tssnkAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1494,"G6DD7GQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1495,"G6kA1CMAAAAJ","CS","CS","CS","CS","CS","CS"
1496,"g6noKX0AAAAJ","CS","CS","CS","CS","CS","CS"
1497,"G6XN5cRm0FIJ","CS","CS","CS","CS","CS","CS"
1498,"G7D5O-0AAAAJ","CS","CS","CS","CS","CS","CS"
1499,"g9bV-_sAAAAJ","CS","CS","CS","CS","CS","CS"
1500,"GaARSBEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1501,"GAkCu5kAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1502,"gaO-vS4AAAAJ","CS","CS","CS","CS","CS","CS"
1503,"GAOlOs4AAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1504,"gAP-9H8AAAAJ","CS","CS","CS","CS","CS","CS"
1505,"gAqwRfsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1506,"gaUJw58AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1507,"gaXiAekAAAAJ","CS","CS","CS","CS","CS","CS"
1508,"gb2r2ssAAAAJ","CS","CS","CS","CS","CS","CS"
1509,"gb8sbdcAAAAJ","CS","CS","CS","CS","XD","XD"
1510,"gBefoakAAAAJ","CS","CS","XD","XD","XD","XD"
1511,"GbhwSZQAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1512,"gBqwABAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1513,"Gc5_cCEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1514,"Gd39c9gAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1515,"GD3jwG8AAAAJ","CS","CS","CS","CS","CS","XD"
1516,"GDuQaLIAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1517,"GdZvLR0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1518,"gE3DQUEAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1519,"gEMiMt0AAAAJ","CS","CS","CS","CS","CS","XD"
1520,"GerRNbUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1521,"gexxlUYAAAAJ","CS","CS","CS","CS","CS","CS"
1522,"gFb9vegAAAAJ","CS","CS","CS","CS","CS","CS"
1523,"gg4kYgwAAAAJ","CS","CS","CS","CS","XD","XD"
1524,"GgKnNwEAAAAJ","CS","CS","CS","CS","CS","CS"
1525,"gglBK4QAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1526,"GglcIVYAAAAJ","BIO","BIO","BIO","XD","XD","XD"
1527,"GgQ9GEkAAAAJ","CS","CS","CS","CS","CS","CS"
1528,"gGSiW3YAAAAJ","CS","CS","CS","CS","CS","CS"
1529,"gh4gGRsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1530,"gHfzsl4AAAAJ","CS","CS","CS","CS","CS","CS"
1531,"GHMy08gAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1532,"GhvZjJUAAAAJ","CS","CS","CS","CS","XD","XD"
1533,"ghWKWBUAAAAJ","CS","CS","CS","CS","CS","CS"
1534,"GHz1ZVIAAAAJ","CS","CS","CS","CS","CS","CS"
1535,"GIle-VwAAAAJ","CS","CS","CS","XD","XD","XD"
1536,"GJ2DVWUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1537,"gJczeYYAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1538,"GJHeanUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1539,"GjhiSf8AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1540,"gjIz2bsAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1541,"gJkhFkgAAAAJ","CS","CS","CS","CS","XD","XD"
1542,"Gjll3ewAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1543,"gkACFVcAAAAJ","CS","CS","CS","CS","CS","XD"
1544,"gKTHzuAAAAAJ","BIO","BIO","XD","XD","XD","XD"
1545,"GKTKZ8kAAAAJ","CS","CS","CS","CS","XD","XD"
1546,"GKvAsQMAAAAJ","CS","CS","CS","CS","CS","CS"
1547,"GkvvVp8AAAAJ","BIO","BIO","XD","XD","XD","XD"
1548,"GlGy7vgAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1549,"GljRwkUAAAAJ","BIO","BIO","XD","XD","XD","XD"
1550,"GlqwYCwAAAAJ","BIO","XD","XD","XD","XD","XD"
1551,"gM2WW9UAAAAJ","CS","CS","CS","CS","CS","CS"
1552,"GM40vTUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1553,"gM6KdmUAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1554,"gMaqs9cAAAAJ","CS","CS","CS","CS","CS","CS"
1555,"GmcChLIAAAAJ","CS","CS","CS","CS","CS","CS"
1556,"gMndACUAAAAJ","CS","CS","CS","CS","CS","CS"
1557,"gMOBKfUAAAAJ","CS","CS","CS","CS","CS","CS"
1558,"gMQWxE0AAAAJ","CS","CS","CS","CS","CS","CS"
1559,"gMtCeMwAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1560,"Gn5kfF8AAAAJ","CS","CS","CS","CS","CS","CS"
1561,"gncxCf4AAAAJ","BIO","BIO","BIO","XD","XD","XD"
1562,"GnDVXWcAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1563,"GNEppUEAAAAJ","BIO","BIO","BIO","BIO","BIO","XD"
1564,"gNMqz_4AAAAJ","CS","CS","CS","CS","CS","XD"
1565,"GnU8mlsAAAAJ","CS","CS","CS","CS","XD","XD"
1566,"GOjybYoAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1567,"GOOFRX0AAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1568,"GPlRHI8AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1569,"gpQ-Vh4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1570,"gQ0QCfAAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1571,"gqB23VMAAAAJ","CS","CS","CS","CS","CS","CS"
1572,"gqGfIIsAAAAJ","CS","CS","CS","CS","CS","CS"
1573,"GqI1Ma4AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1574,"gQOKAggAAAAJ","CS","CS","CS","CS","CS","CS"
1575,"GR5FOqMAAAAJ","BIO","BIO","BIO","XD","XD","XD"
1576,"GREz0H0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1577,"GRGOG1AAAAAJ","CS","CS","CS","CS","CS","CS"
1578,"GRlw3rcAAAAJ","CS","CS","CS","CS","CS","CS"
1579,"grQ_GBgAAAAJ","CS","CS","CS","CS","CS","CS"
1580,"grYHYo0AAAAJ","CS","CS","CS","XD","XD","XD"
1581,"Gs5F2jYAAAAJ","CS","CS","CS","CS","CS","CS"
1582,"GST4nE0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1583,"gs_WpWIAAAAJ","CS","CS","CS","CS","CS","CS"
1584,"GTGud6oAAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1585,"gTInMR0AAAAJ","BIO","BIO","BIO","BIO","BIO","BIO"
1586,"gTYcv5gAAAAJ","BIO","BIO","BIO","BIO","XD","XD"
1587,"GU0SZmYAAAAJ","CS","CS","CS","CS","CS","CS"
1588,"GUAoEcAAAAAJ","CS","CS","CS","CS","CS","CS"
